,poi_id,name,build_year,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,source,details,style,category,cleaned_year,build_decade,poi_type_simple,sim_rating
3412,7494,'Deeds Speak' Sculptural Reliefs,,,,43.652402,-79.376349,http://torontoplaques.com/Pages/Deeds_Speak.html,,,,Plaque,http://torontoplaques.com,"In front of the parking garage of the building on the east side of Berti Street just north of Richmond Street East, is this 2010 Heritage Toronto plaque. Here's what it says: The adjacent York County Coat of Arms and the female figure inside the entrance once adorned the York County Registry Office, formerly located on this site. Commissioned by the County in 1941, the sculptural reliefs were created by Jacobine Jones, a leader in the field of architectural sculpture, who later became the Director of Sculpture at the Ontario College of Art. These sculptures remained with the building when the County left this site in the mid-1960s. Before demolition of the old building in 2008, the sculptures were removed. They were reinstalled on the present building in 2010.",,Arts,,,Plaque,0.0
3413,7496,Elvis Presley,,,,43.66205,-79.37973,http://torontoplaques.com/Pages/Elvis_Presley.html,,,,Plaque,http://torontoplaques.com,"Inside the former Maple Leaf Gardens, now a Loblaws, at the ""Canteen"" on the main level imbedded in the top of a table is this plaque. Here's what it says: On April 2, 1957, Elvis Presley came to Maple Leaf Gardens, and it's fair to say that Torontonians - at least the older generation - didn't know what hit them. The 22-year-old Presley was just a year removed from the release of his first major label album, and his popularity was skyrocketing. In the past year, he freely acknowledged having earned more than a million dollars. The two shows at Maple Leaf Gardens were played in front of the biggest crowds he had ever entertained, though the earlier set drew just 9,360, nearly 5,000 less than capacity. They also represented the first of only five concerts Presley would perform outside of the United States during his entire career, including two the next night in Ottawa. At the press conferences before his Toronto shows, Presley was relaxed and engaging, sitting cross-legged on a table backstage, while dealing with skeptical journalists and answering a series of largely ridiculous questions. ""He unabashedly admitted he couldn't understand classical music or opera, knows nothing about music and likes the shrieks of the teen-agers,"" the Globe and Mail reported. When Presley finally took the stage, following an opening segment that included a tap dancer, an Irish tenor (who was booed), and a comedian, flashbulbs exploded everywhere and those shrieks all but drowned out the sound coming from the stage. At the first 40-minute show Presley wore his famous gold lame suit in full for the last time. The press made much of Presley's gyrations and the primitive reactions they elicited from the crowd: ""a calculated psychological binge,"" one CBC commentator called it. But members of Presley's entourage remarked later that the Toronto fans were some of the best-behaved they encountered - perhaps because the 90 special police officers on site made any fan who leaped to their feet immediately return to their seat. Afterwards, local jazz musicians predicted that rock and roll was just a passing fad, and critics didn't attempt to hold back their disdain. ""It goes without saying he has the appeal of one-part dynamite and one-part chained-lightning to the adolescent girls; but to one like myself who is neither a girl nor adolescent, I could only feel he was strikingly devoid of talent,"" Hugh Thomson wrote in the Toronto Star. But the kids understood. -Stephen Brunt",,Arts,,,Plaque,0.0
3414,7497,Ernest Hemingway,,,,43.688977,-79.420466,http://torontoplaques.com/Pages/Ernest_Hemingway.html,,,,Plaque,http://torontoplaques.com,"Ernest Hemingway lived in Toronto? He worked as a reporter for the Toronto Star? Amazing the things you learn, eh? Hemingway lived in the left side of this building at 1599 Bathurst Street, while working in our city. The plaque, attached to the building, reads: American-born Ernest Hemingway (1899-1961), internationally renowned author, lived in this apartment building, 1597-1599 Bathurst Street, in 1923-24, while working as a journalist for the Toronto Star. While here he became friends with novelist Morley Callaghan and writer/broadcaster Gordon Sinclair. He returned to Paris, France, where he began his career as a novelist, producing such masterpieces as ""The Sun Also Rises"", ""A Farewell To Arms"" & ""For Whom the Bell Tolls"".",,Arts,,,Plaque,0.0
3415,7498,Eulogy to Beauty,,,,43.673145,-79.384112,http://torontoplaques.com/Pages/Eulogy_to_Beauty.html,,,,Plaque,http://torontoplaques.com,This leafy scene is in Hazeldean Park at the southeast corner of Rosedale Valley Road and Park Road. In the park is a plaque attached to a rock. The text is a poem by John Clarke lamenting the changes to the Rosedale Ravine over the years. Here's the poem: ,,Arts,,,Plaque,0.0
3416,7502,George Faludy 1910-2006,,,,43.667794,-79.387175,http://torontoplaques.com/Pages/George_Faludy.html,,,,Plaque,http://torontoplaques.com,"On St. Mary's Street, west of Yonge Street, can be found this parkette dedicated to Hungarian poet George Faludy. It's located across the street from the apartment building George lived in while in Toronto. This set of two 2006 Heritage Toronto plaques have this to say: George Faludy is revered as one of Hungary's greatest poets. His writing, ranging from love lyrics to political satire to philosophical meditation, reflects a life committed to humanist ideals. A fearless critic of political oppression, Faludy fled arrest in Hungary in 1938 for his anti-Nazi views, and escaped the Holocaust with an invitation to the United States from President Roosevelt. Returning to Hungary after WWII, he was imprisoned by its Communist regime in Recsk, a brutal concentration camp, from 1950 to 1953. There he and a group of others sustained their spirits with secret night-time lectures on literature and history. Faludy left Hungary for England after the suppression of the 1956 Hungarian uprising, and there wrote an extraordinary autobiography, My Happy Days In Hell. Internationally esteemed, he moved to Toronto in 1967. From here he continued to write and lecture, and was awarded an honorary doctorate by the University of Toronto in 1978. George Faludy lived at 25 St. Mary St. from 1975 until 1989 when he returned to Hungary after the collapse of Communism.
	Michelangelo's Last Prayer
	by George Faludy

	Your anvil is the earth, and with your right arm
	You span the arc of heaven like the sun.
	Eight decades on this scaffolding a - lifetime -
	I sought a sign of you, but there was none.

	Under my chisel marble fell to stonedust,
	But only torsos, idols would be born.
	I found you not, elusive, radiant, sunburst,
	Who glowed there pulsing under every stone.

	I have myself become an ancient stone block,
	Split by vines, a still, curmudgeonly old rock,
	But in my soul the old flame yet burns on.

	How can I shed this flesh that holds me prisoner?
	Strike me, if you can love a hoary sinner,
	Divine Sculptor, My God. I am the stone.
",,Arts,,,Plaque,0.0
3417,7503,George Luscombe and  Toronto Workshop Productions,,,,43.663103,-79.382997,http://torontoplaques.com/Pages/George_Luscombe.html,,,,Plaque,http://torontoplaques.com,"Just east of Yonge Street at 12 Alexander Street can be seen this 2014 Heritage Toronto plaque. Here's what it tells us: In 1959, artistic director George Luscombe (1926-1999) established Workshop Theatre, one of Canada's first professional alternative theatre companies. Fuelled by the counterculture movement of the 1960s, the expanding company was renamed Toronto Workshop Productions and moved to this former warehouse in 1967.Toronto Workshop Productions developed an innovative style, transforming documentary material into performances that ignited the political conscience of a generation. Internationally acclaimed productions included Chicago '70 (1970), Ten Lost Years (1974), and Ain't Lookin' (1980).The recipient of honorary doctorates from York University and the University of Guelph, Luscombe was invested as a Member of the Order of Canada in 1981 for ""his contributions to the development of theatre in Canada."" He retired in 1986 and Toronto Workshop Productions closed two years later. In 1989, Luscombe and the local performing arts community successfully advocated for the building's perpetual use as a community theatre space, and it was purchased by the City of Toronto.",,Arts,,,Plaque,0.0
3418,7504,Glenn Gould (1932-1982),,,,43.644327,-79.38779,http://torontoplaques.com/Pages/Glenn_Gould4.html,,,,Plaque,http://torontoplaques.com,"Beside a sculpture of Glenn Gould in front of Glenn Gould Studio, a part of the Canadian Broadcasting Centre on Front Street West, just east of John Street, can be seen this Historic Sites and Monuments Board of Canada plaque. Here's what it says: Recognized internationally as one of the great classical musicians of the 20th century, this pianist of prodigious talent and originality is best known for his masterful renditions of the counterpoint of J.S. Bach. Retiring from the concert stage at the young age of 32, he exploited new sound technologies to their fullest and left a rich musical heritage in his many recordings. A visionary thinker and author, who foresaw the profound impact of technology on culture and society, he also pursued a remarkably diverse career in radio and television. Long after his premature death, Gould continues to challenge and inspire.",,Arts,,,Plaque,0.0
3419,7505,Glenn Gould,,,,43.687223,-79.398474,http://torontoplaques.com/Pages/Glenn_Gould3.html,,,,Plaque,http://torontoplaques.com,"Attached to this westbound St. Clair Avenue West transit shelter at Deer Park Crescent is this City of Toronto plaque. Here's what it says: Marilyn Kecskes has been the superintendent of 110 St. Clair Ave. West since 1973. She first met Gould on the elevator when he was wearing gloves and covering his face with a handkerchief for fear of catching her germs. Kecskes said she had never met anyone like him: a maverick and eccentric. She knew he was special, too, because his mailbox was the only one that had been tampered with. Someone had once tried to force it open in hope of getting a bit of his mail.When the elevator stopped, Kecskes opened the heavy doors next to what was once Gould's apartment and mounted the stairs to the roof. She pointed to what used to be his window. ""I used to sit up here, after I had done my cleaning, and I would listen to him play all night long,"" confessed Kecskes, blushing at the memory. ""He never knew I was up here, or else he would have been angry with me, I suppose, but I had the moon and the stars and his music and there was nothing more beautiful.""",,Arts,,,Plaque,0.0
3420,7506,Glenn Gould,,,,43.675321,-79.296505,http://torontoplaques.com/Pages/Glenn_Gould1.html,,,,Plaque,http://torontoplaques.com,"This 1993 Toronto Historical Board plaque at 32 Southwood Drive, his childhood home, has this to say about the pianist: Celebrated pianist Glen Gould was born in Toronto and lived here at 32 Southwood Drive throughout his childhood. His visionary approach to musical interpretation brought him international stature. A child prodigy, he gave his first public concert on the organ at the Eaton Auditorium 12 December 1945. He made his debut as a soloist with the Toronto Symphony Orchestra at age 14. Worldwide recognition followed his brilliant rendition of J.S. Bach's Goldberg Variations, recorded in June 1955. From that year through 1964, he toured extensively in many parts of the world including North America, Europe, the Soviet Union and Israel. Dissatisfied with the concert medium, he abandoned live performances in 1964. He continued to record a wide range of music, to write articles for periodicals and to undertake innovative radio and television projects. He died in 1982 and is buried in Mount Pleasant Cemetery.",,Arts,,,Plaque,0.0
3421,7507,Glenn Gould,,,,43.687232,-79.399009,http://torontoplaques.com/Pages/Glenn_Gould2.html,,,,Plaque,http://torontoplaques.com,"This 1992 Toronto Historical Board plaque at 110 St. Clair Avenue West, where he lived much of his life, has this to say about the pianist: Celebrated pianist Glenn Gould was born in Toronto and lived here on St. Clair Avenue West for much of his adult life. His visionary approach to musical interpretation brought him international stature. A child prodigy, he gave his first public concert on the organ at the Eaton Auditorium 12 December 1945. He made his debut as a soloist with the Toronto Symphony Orchestra at age 14. Worldwide recognition followed his brilliant rendition of J.S. Bach's Goldberg Variations, recorded in June 1955. From that year through 1964, he toured extensively in many parts of the world including North America, Europe, the Soviet Union and Israel. Dissatisfied with the concert medium, he abandoned live performances in 1964. He continued to record a wide range of music, to write articles for periodicals and to undertake innovative radio and television projects. He died in 1982 and is buried in Mount Pleasant Cemetery.",,Arts,,,Plaque,0.0
3422,7508,Goldwin Smith 1823-1910,,,,43.652973,-79.39259,http://torontoplaques.com/Pages/Goldwin_Smith.html,,,,Plaque,http://torontoplaques.com,"In Grange Park at the north end of John Street on the west side of the front of The Grange is an Historic Sites and Monuments Board of Canada plaque. Here's what it says: Born and educated in England, Goldwin Smith taught history at Oxford and Cornell before moving to Toronto in 1871. He married Harriette Boulton in 1875, widow of William Henry Boulton of The Grange. From The Grange, Smith wrote in a controversial, compelling style for periodicals such as the Canadian Monthly, the Week and his own Bystander. Initially a proponent of Canadian nationalism, he later became, contrary to growing imperial sentiment, a strong advocate of commercial union with the United States. This view in 1891 inspired his best-known book, Canada and the Canadian Question.",,Arts,,,Plaque,0.0
3423,7509,Harold Town,,,,43.672605,-79.38622,http://torontoplaques.com/Pages/Harold_Town.html,,,,Plaque,http://torontoplaques.com,"If you were to walk into this small Harold Town Park on the north side of Church Street you will come across this 1992 Toronto Historical Board plaque. Here's what it says: Harold Barling Town was an artist of great gifts, legendary wit and large achievement. He loved this city and spent his whole life here, much of it at work in the Studio Building northeast of this park. A graduate of the Ontario College of Art in 1944, he soon began to win acclaim, across Canada and abroad, for his drawings, prints, collages, paintings, murals and sculpture. He was a central figure in Painters Eleven, the group which helped establish abstract art in Canada in the 1950's. A prolific and incisive writer, Town wrote articles for magazines and newspapers, books for children and monographs on the painters Albert Franck and Tom Thomson. The Order Of Canada (1966), honorary degrees and many awards confirmed the esteem that he and his work enjoyed. His ambitious spirit enlivened and enriched his times.",,Arts,,,Plaque,0.0
3424,7510,History As Theatre: 200 Toronto Years,,,,43.651067,-79.365202,http://torontoplaques.com/Pages/History_As_Theatre.html,,,,Plaque,http://torontoplaques.com,"On the Front Street side of the Toronto Sun building at 333 King Street East, one can see this extensive mural photographed in 7 sections from left to right. [In 2011 the mural was removed.] This 1993 Toronto Sun plaque says this about it: Artist: John Hood. Assisted By: Alexandra Hood. This 400 square metre mural was commissioned by The Toronto Sun on November 1st, 1991 on the occasion of our 20th Birthday. It commemorates the 200th Anniversary of the Town of York, named by Governor John Graves Simcoe on August 26th, 1793. The mural was unveiled on September 12, 1993.",,Arts,,,Plaque,0.0
3394,7407,Bill Stapleton  1916 - 2008,,,"424 Sumach Street, Toronto, ON, Canada",43.66796,-79.36364,http://www.cabbagetownpeople.ca/person/bill-stapleton/,,,,Plaque,http://www.cabbagetownpeople.ca,"Artist, Activist, Teacher.  “He moved to Cabbagetown to join the human race.”Most of us who have ever walked or driven up Sumach Street, and glanced into that second floor window, maybe glimpsing an easel or part of some “work in progress,” would never know the passion and conviction of that man who moved to Cabbagetown to join the human race. Why Cabbagetown? Probably because of its then (and now) unique and diverse environment.That man was Bill Stapleton, artist, social activist, humanist, free thinker, teacher, decorated citizen, and, for a time, a member of the Communist Party.Some compared his work with the likes of Degas and Toulouse-Lautrec. In their tradition, Bill would hang out at the Winchester Hotel, the long-gone Paramount Tavern and Trojan Coffee House, and sketch the colourful and sometimes rowdy clientele – working-class people having a good time. One might categorize his work as “slice of life” art.Carol Moore-Ede, Stapleton’s friend and curator said of his technique, “[his style] had a relaxed structure but his lines were direct and bold, drawn with rock steady hand and a sharp eye. He painted in startlingly vibrant colours and bold strokes, as forthright in his technique as he was in his social convictions.”Over the years, driven by his artistic and social justice convictions, he travelled to the Soviet Union, Nicaragua, Mexico and Spain to document the human condition.He was associated with ArtHeart, the community-based initiative to assist and promote art and young artists, and a member of “Veterans Against Nuclear Arms.” In an effort to mobilize artists for world disarmament, he joined the movement “Arts for Peace,” where he worked alongside Margaret Lawrence, Pierre Berton, Norman Jewison, Margaret Atwood, and Karen Kain.Collections of Mr. Stapleton’s work are in the National Archives of Canada, and in the Canadian War Museum. In 2006, he donated 1,500 canvases and sketches to the Cabbagetown Regent Park Community Museum in Toronto.In 2007, at the golden age of 91, Mr. Stapleton was presented with the Ontario Federation of Labour’s “Lifetime Cultural Achievement” award for his artistic documentation of labour struggles both in Canada and around the world.So said Bill Stapleton, the man who moved to Cabbagetown to join the human race.",,,,,Plaque,0.0
3392,7405,Darrell Kent  1942 - 1989,,,"368 Sumach Street, Toronto, ON, Canada",43.66609,-79.36297,http://www.cabbagetownpeople.ca/person/darrell-kent/,,,,Plaque,http://www.cabbagetownpeople.ca,"Real Estate Agent and Philanthropist Who Started the Gentrification of Cabbagetown.  Darrell Kent was born and raised on a farm in Saskatchewan and came to live in Toronto in the late 1960’s. He enrolled in Ryerson’s hotel and restaurant program and then worked for the Canadian Restaurant Association.He eventually bought a 13–room house on Metcalfe Street, renovated it, then sold it, turning a lucrative profit. He then began in earnest to sell real estate in Cabbagetown, and is credited with making a great contribution to the revival of the area in the 1960s and 1970s. He built a dominant real estate firm and became a millionaire several times over. He had charisma and the ability to hire very competent people. He is considered the driving force behind the restoration of many of the area’s beautiful and unique Victorian houses.Darrell Kent helped to establish the Cabbagetown Cultural Festival and a tour of renovated homes in the area. He financially supported activities for local youth, inspiring and encouraging others to join in his philanthropy.Mr. Kent enjoyed collecting art deco pieces and antiques for his home. He travelled the world and enjoyed a full life.Hear him talk:",,,,,Plaque,0.0
3360,7373,Patricia Anne Watson  1930 - 2015,,,"397 Carlton Street, Toronto, ON, Canada",43.66569,-79.36186,http://www.cabbagetownpeople.ca/person/patricia-watson/,,,,Plaque,http://www.cabbagetownpeople.ca,"Screenwriter and Film Director.  Patricia Watson began her career working at the National Film Board of Canada writing, directing and producing films. Her first documentary film, Every Second Car, which was co-directed with Rex Tasker, focused on the necessity of seatbelts in cars.The subject matter of her early films was about, or for, children. Her film The Invention of the Adolescent, which she wrote and directed, received three awards.Patricia Watson then turned her attention to the making of documentary films on the lives of women, immigration, adoption and feminist topics. She directed and co-produced The Legacy of Mary McEwan, a film about Canada’s first feminist psychiatrist. This film made a huge impact on women artists.While married to the director Allan King, Ms. Watson began writing screenplays for feature films. The film A Bird in the House (1973), of which she wrote the screenplay, was directed by Mr. King. The two went on to write and direct W.O. Mitchell’s Who Has Seen the Wind. The film was viewed throughout North America and became the top grossing film of that year and received several awards.She wrote the screenplay for The Nutcracker Prince, an animated Warner Brothers film, and the screenplay for the “Conversions” episode of the first season of The Road to Avonlea.The short stories that Patricia Watson wrote include My Husbands Wedding, a story about three middle-aged women living in Cabbagetown in the 1980s. As a resident of Cabbagetown, she had a keen interest in the community and her descriptions of places are very well written and have been described as elegant and convincing.She was also a member of the Heliconian Club for many years where she had several exhibitions of her art.Patricia Watson will be remembered for her contributions to Canadian documentary and feature film. Emerging filmmakers will be inspired by her legacy.AwardsFor her film The Invention of the AdolescentFor her film A Bird in the HouseFor her film Who Has Seen the WindHear her talk:",,,,,Plaque,0.0
3375,7388,Hugh Garner  1913 - 1979,,,"550 Ontario Street, Toronto, ON, Canada",43.66657,-79.37238,http://www.cabbagetownpeople.ca/person/hugh-garner/,,,,Plaque,http://www.cabbagetownpeople.ca,"Author and Witness to Depression-Era Cabbagetown.  In 1919, when he was six years old, Hugh Garner’s parents emigrated to Canada from Yorkshire, England. He grew up in Cabbagetown and began working at the Toronto Star as a copy boy. Eventually, he realized that in order to succeed as a writer, he had to work at the task full time, so he quit his day job.During the Depression he “rode the rails” across Canada and the United States, working at a number of different jobs. He also fought in the Spanish Civil War. When World War II broke out, he joined the Navy and served on Atlantic convoy duty until 1945.As a Canadian writer Hugh Garner’s poor, urban, Protestant background is evident in his work. His focus was on working-class Ontario. The best known of his realistic novels is Cabbagetown (1950). His extensive literary output includes 100 short stories, 17 books, numerous articles, radio and T.V. scripts, and his autobiography, One Damn Thing After Another. In 1963, Hugh Garner was awarded the Goveror General’s Literary Award for Hugh Garner’s Best Stories, A Collection of His Short Stories.Hugh Garner is known for his hard-living lifestyle, which he lived to the end.The Hugh Garner Housing Co-operative on Ontario Street is named after him.Hear him talk:",,,,,Plaque,0.0
3361,7374,"Allan Winton King, OC  1930 - 2009",,,"397 Carlton Street, Toronto, ON, Canada",43.66569,-79.36186,http://www.cabbagetownpeople.ca/person/allan-king/,,,,Plaque,http://www.cabbagetownpeople.ca,"Filmmaker.  Allan King was born in Vancouver B.C. and attended both junior and high schools in Kitsilano. At this time, he worked as a stagehand and assistant on his friend Stan Fox’s first film, GLUB. He and Stan watched 2- and 4-reel comedies and eventually they became projectionists at the Vancouver Film Society in 1947 and began programming the group’s screening program. They previewed endless films including German Expressionist and Soviet montage films from the catalogue of the Museum of Modern Art in New York City. After earning an honours degree in philosophy from the University of BC he ran the UBC’s concert season 1950-51. Here he learned marketing and organizational skills. By this time his life experiences were extensive, not only culturally but intellectually.His early life presented him with many challenges as his father was an alcoholic and at one point his mother had to place her two children in foster care. She eventually divorced her husband and when Allan was 15 she remarried and both children took their stepfather’s last name, which was King. It has been said the Allan King embraced film as an entry point to other people’s traumas mainly to empathize with the human condition in all its limitless variety.After touring Europe with his first wife Phyllis Leiterman, he returned to Canada. In 1954 he joined the CBC Vancouver. Working as a director and producer, he made his first CBC documentary, Skidrow, about alcoholic men living in the flophouses of Vancouver’s Downtown Eastside. His father had died a few years earlier.Feeling the need for change, in 1958 Mr. King moved his family to Ibiza in the Balearic Islands, determined to become an independent filmmaker. He eventually shot his first dramatized documentary Running Away Backwards about Canadian expatriates living on the island of Ibiza.On returning to Canada he was commissioned by CBC to make Warrendale, his first major feature documentary work. The film was about emotionally disturbed children at a mental health facility in Toronto. Jean Renoir, the late filmmaker, is said to have considered the film the most remarkable documentary he had ever seen.Now married to his second wife screenwriter Patricia Watson, he began directing her adaptations of A Bird in the House, Red Emma and Who Has Seen the Wind.These successes were followed by One Night Stand, an adaptation of playwright Carol Bolt’s story about modern sexuality. This piece was made for television and during the 1980s and 1990s Alan King directed many episodes of television series including Danger Bay and The Road to Avonlea.He made another feature film Termini Station, based on a script written by his third wife Colleen Murphy. Now in his seventies, a new series of documentary films, The Dragon’s Egg (1999), Dying at Grace (2003) and Memory for Max, Claire, Ida and Company (2005), dealt with upheaval in ones country, death and dementia. They were a huge success and won rave reviews, traveled internationally to many festivals and were released. In 2006 his final major film EMPz 4 Life was completed. This film studied racial stereotyping of young black men in Toronto.Alan King served as president of the Directors Guild of Canada in 1970-1971 and from 1993-2000. His awards speak to his passion and expertise for film. His empathy with the human condition and many personal life experiences are evident in all of his works. Mr. King is a celebrated filmmaker within and far beyond our Canadian borders.AwardsFilm AwardsHear him talk:",,,,,Plaque,0.0
3362,7375,Lieutenant Francis Gwillim Simcoe  1791 - 1812,,,"Riverdale Park, Winchester Street, Toronto, ON, Canada",43.66642,-79.36603,http://www.cabbagetownpeople.ca/person/lieutenant-francis-gwillim-simcoe/,,,,Plaque,http://www.cabbagetownpeople.ca,"First Private Owner of Land in Cabbagetown.  The plaque was near the intersection of Sumach and Carlton streets. It was recently damaged and will be replaced in the near future.Francis Simcoe was the eldest son of John Graves Simcoe and Elizabeth Posthuma Simcoe. John was the first Lieutenant Governor of Upper Canada. Elizabeth drew sketches and painted watercolours as well as wrote detailed diaries.Francis was a year old in 1792 when the family came to Newark, now known as Niagara-on-the-Lake.In 1793 they moved to York, later to be named Toronto. Francis’s father selected a 200-acre lot for his son was well-located on a height of land and looking down upon the Don River. By law, a home had to be built in order to secure Francis’s title to the land. This was done, the home was called Castle Frank, and Francis became the first private owner of these lands, which encompass present day Cabbagetown and surroundings.Francis’ mother, Elizabeth Posthuma SimcoeLetters written by his mother, sisters, and by Francis himself tell about his childhood at Eton, in London England.At sixteen, he was an ensign on the 27th Inniskilling Regiment. Francis Simcoe died at the age of twenty-one while leading a storming party under the command of the Duke of Wellington, during the Siege of Badajoz, Spain (one of the great Napoleonic Battles).Castle Frank. Watercolour by Elizabeth Simcoe, Archives of Ontario",,,,,Plaque,0.0
3363,7376,Charles Sauriol  1904 - 1995,,,"Riverdale Park, Winchester Street, Toronto, ON M5A, Canada",43.66642,-79.36603,http://www.cabbagetownpeople.ca/person/charles-sauriol/,,,,Plaque,http://www.cabbagetownpeople.ca,"Pioneer Ecologist.  The plaque was situated at the east end of Carlton Street, near to the top of the stairs going down the park. It was recently damaged and will be replaced in the near future.Charles Sauriol was born in Toronto, Ontario, and was the youngest of seven children. In 1882, his father had moved to Toronto to work as an engineer on the dredging of the Don River.Once in Toronto, the Sauriols lived on Gerrard Street where it intersects with Sumach Street. Charles went to Sacré-Coeur School. As a young boy he camped out in the Don Valley with the 45th East Toronto Troop of the Boy Scouts. It was at this time that he fell in love with the Don Valley, which at the time was woods, some farms, and in its natural state.In 1927, Charles Sauriol purchased his own piece of the Don – a piece of railway land on 40 hectares at the forks of the river. He used it as a cottage. For years he spent his summers there with his family. Only four trees stood on site in 1927. Sauriol began an ambitious project of reforestation, planting shrubs, native hard woods and conifers on the slope surrounding the cottage.As ancestors of his had emigrated to New France from Brittany in 1705, Charles was 8th generation Canadian, and completely bilingual. He spent 30 years working as a marketing director for French publishing houses like Porier Bessette in Montreal. He penned and published a Weekly dedicated to stories of the Don Valley, called Le Samedi.In 1949, Charles Sauriol co-founded the Don Valley Conservation Association. The mission was to preserve the Don Valley as a natural forest. Sauriol organized trips by steam locomotive to raise money. These trips began at the Don River station near Queen Street and attracted up to a thousand passengers, who traveled to such places as Cobourg, Lindsay, and Niagara Falls.In 1954, he joined forces with the Don Valley Conservation Authority. It became the Metro Toronto and Region Conservation Authority in 1957. During the 1950s, the MTCA purchased most of the valleys and ravines that today make up Toronto’s green belt. Much of this was a direct consequence of Hurricane Hazel in 1954. Widespread damage gave new urgency to flood control measures, the MTCA wanted to remove houses from risky floodplain areas.In 1958 plans for the Don Valley Parkway bisected the Sauriol cottage property and they were forced to vacate their beloved cottage. It was demolished the same year.Soon after, in 1966, Charles Sauriol helped establish the Nature Conservancy of Canada. During this period he was its primary fundraiser. He helped the Conservancy acquire parkland across Canada. In Ontario alone, he purchased 500 properties. Over the course of his career, he led fundraising campaigns that netted more than 200 million dollars dedicated to the preservation of green space.Charles Sauriol’s work as an ecologist was well recognized. He was known as “Mr. Conservation.” And in 1989 he received the Order of Canada. He earned 40 other awards and citations. Today four green spaces, a park and a Conservation Areas carry his name.He died of natural causes in 1995 at the age of 91. He truly lived in harmony with nature.“As years go on and the population increases, there will be a need of these lands and more, and in life where so much appears futile, this one thing will remain. In essence, those who continue to support the work of conservation can say, I have lived here, I have done something positive to ensure that its natural beauty and natural values continue.”A Toronto French school and a conservation reserve trail are named after him.Hear him talk:Charles Sauriol in front of the original cottage at the Forks, July 1935. City of Toronto Archives, Series 80, File 8.",,,,,Plaque,0.0
3364,7377,"Oronhyatekha, M.D.  1841 - 1907",,,"211 Carlton St, Toronto, ON, Canada",43.6637,-79.36963,http://www.cabbagetownpeople.ca/person/oronhyatekha-m-d/,,,,Plaque,http://www.cabbagetownpeople.ca,"Mohawk Physician, Victorian Businessman and Philanthropist.  Dr. Oronhyatekha was a remarkable Canadian who was successful as a Mohawk physician, scholar, and Victorian businessman.Born on the Six Nations Reserve near Brantford, Ontario, Oronhyatekha (means “Burning Sky”) was also known by his baptized name of Peter Martin. He attended colleges in Massachusetts and Ohio, before returning to teach at Tyendinaga on the Bay of Quinte.In 1860, Oronhyatekha, on behalf of the Six Nations, gave the welcoming address to the Edward, the Prince of Wales (future Edward VII). He so impressed the Royal Party that he was invited to study in England, resulting in his becoming the first North American of indigenous descent to attend Oxford University. Oronhyatekha’s portrait still hangs in St. Edmunds Hall at Oxford.In 1863 he returned to Canada and married a great-granddaughter of Joseph Brant (Thayendanegea), the great Mohawk chief and Loyalist military leader during the American War of Independence. While attending the University of Toronto, Oronhyatekha joined its militia corps, as well as the Queen’s Own Rifles; he also joined the Masonic order. In 1866 he graduated from the University of Toronto’s medical school, and was likely the first native medical doctor in Canada. He practiced medicine in Frankford, on the Trent River, and in Stratford, Napanee, and London, Ontario.In 1871 Oronhyatekha was part of the first Canadian rifle team invited to compete at Wimbledon, where he won nine prizes.He became President of the Grand Indian Council in 1874, an association of reserves in Quebec and Ontario, and often lobbied for change in legislation to give support to the native peoples in Canada.In 1878 he joined the Independent Order of Foresters (IOF) which was a fraternal life insurance company, and he became the first elected Supreme Chief Ranger of that organization in 1881. He was CEO for twenty-six years. He guided the IOF’s growth from a struggling bankrupt fraternal organization of 400 members to a membership of more than 250,000, and a fund of over eleven million dollars. Dr. Oronhyatekha wrote The History of the Independent Order of Foresters.Bay Street, looking north from Temperance Street (1907). We can see the IOF Temple Building (large building on the left) just one block down from Old City Hall. Toronto Archives, Fonds 1244, Item 7142In 1895 started the construction at Bay and Richmond streets of what was to become one of Toronto’s first iconic buildings: the Temple Building (the new IOF headquarters) by architect George W. Gouinlock.  Its opening in 1897 was marked with a parade and a banquet. A life-size sculpture of Oronhyatekha by Walter Seymour Allward was installed in the lobby.  The Temple had been built to last forever but was demolished in 1970 to make way for the Queen-Bay Centre.Oronhyatekha travelled the world extensively, and when he travelled, he collected artifacts. His collection included Australian boomerangs, Indo-Persian battle-axes, Burmese drums, Japanese shoes, and native artifacts, including a silver belt medal and compass owned by Tecumseh, an ally of General Brock. In his collection, as well, were over a thousand specimens of marine shells and coral. In 1911, part of his collection was donated to the Royal Ontario Museum in Toronto.Oronhyatekha had organized the details of his funeral. His body lay in state at Massey Music Hall in Toronto, and in a four-hour period on March 6th, 1907, over ten thousand people paid their respects. That evening a memorial service was conducted at St. Peter’s Anglican Church, which he had attended. His body was later transported in a specially-commissioned train to Tyendinaga Reserve for a family service at Christ Church and interment there.As one of the greatest builders of the fraternal movement in North America, Dr. Oronhyatekha was widely accepted as a distinguished leader in Canada. His success in Victorian society was founded on the Mohawk values in which he believed, including the principle of reciprocity between people and the institutions they create. While inhabiting two worlds, he remained true to his Mohawk principles, heritage and language.Photo courtesy of the Woodland Cultural CentreHear him talk:",,,,,Plaque,0.0
