,Address,Bld_link,Companies,Completed,Current use,Demolished,Heritage,Image,Name,Notes,Style,Type
1681,10 Carnforth Road Victoria Park Village North York,show_building.php?BuildingID=11605,,1960/61,Commercial,,No heritage status,/tobuilt_bk/php/Buildingimages/962b6790.jpg,Canadian Bible Society,,Modernist,Low-rise
1682,129 Cass Avenue Agincourt Scarborough,show_building.php?BuildingID=11574,,1960,Educational,,,/tobuilt_bk/php/Buildingimages/05e3b000.jpg,Lynngate Public School,Became a junior school in 1969 with the opening of John Buchan Senior Public School.,Modernist,School
1683,102 Cassandra Boulevard Parkwoods North York,show_building.php?BuildingID=11033,,1966,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/1d53de65.jpg,102 Cassandra Boulevard,"The modular design of the house with its two square volumes and staggered arrangement is similar to that of the Top of the Valley Apartments (5 & 15 Brookbanks Drive) seen in the background of this 2009 Google street view image (though the house predates the apartments by 3 years): 

https://www.google.ca/maps/@43.7503602,-79.33084,3a,75y,334.77h,95.03t/data=!3m6!1e1!3m4!1sUOQzPyCNh1xG7JsNPtMXqw!2e0!7i13312!8i6656",Modernist,Low-rise
1684,26 Castle Frank Crescent Rosedale Toronto,show_building.php?BuildingID=4713,,1955,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/26CastlefrankCres.jpg,26 Castle Frank Crescent,,Modernist,Detached house
1685,10 Castle Frank Road Rosedale Toronto,show_building.php?BuildingID=4721,,1954,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/10CastlefrankRd.jpg,10 Castle Frank Road,,Modernist,Detached house
1686,49 Cathedral Bluffs Drive Cliffcrest Scarborough,show_building.php?BuildingID=11785,,1964,Educational,,No heritage status,/tobuilt_bk/php/Buildingimages/0cf11092.jpg,St. Agatha Catholic School,"St. Agatha Catholic School was first built in 1964 and is located on Cathedral Bluffs Drive in the Scarborough Bluffs area of Toronto. Until the early 1980’s the school served only the local community. At this time, due to declining enrollment, it became the Scarborough school for French immersion. This change led to a growth in the student population, resulting over time, in the arrival of 10 portables to go with the original 11 room building. As the population grew, the community (lead by parents and teachers) began to lobby for an addition to replace the portables. After many years of hard work and persistence, they were successful. In the spring of 2011, construction began on a 10 room addition. This included a kindergarten pod to accommodate the arrival of Full Day Kindergarten. On February 13th, 2012, students and teachers, some of whom had spent the better part of their career teaching in a portable, were finally able to move into their new building. The official opening of our addition took place on June 7th, 2012 when the building was blessed by Bishop Ngyuyen. At that time a mural created by our students, under the direction of one of our parents, was unveiled.",Modernist,School
1687,62 Cavell Avenue Mimico Etobicoke,show_building.php?BuildingID=7943,,unknown,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/62CavellAve.jpg,62 Cavell Avenue,,Modernist,Detached house
1688,4 Cedarbank Crescent Don Mills North York,show_building.php?BuildingID=6437,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/4CedarbankCr.jpg,4 Cedarbank Crescent,,Modernist,Detached house
1689,401 Cedarvale Avenue Crescent Town East York,show_building.php?BuildingID=11322,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/02a9a5c7.jpg,Parkside Elementary School,,Modernist,School
1690,186 Centennial Road Centennial Scarborough,show_building.php?BuildingID=11821,,1974,Educational,,,/tobuilt_bk/php/buildingimagesmedum/a4a1129d.jpg,St. Brendan Catholic School,"St. Brendan Catholic School had humble beginnings. Opening its doors in 1972 in a portable building with an enthusiastic group of students and staff, a permanent facility was completed in 1974. The name St. Brendan was selected by Father Kenna, pastor of St. Joseph Church.
 
St. Brendan was the first school in the Toronto Catholic District School Board east of the Highland Creek Bridge and the first school in St. Joseph's Parish. A rapid expansion of the surrounding community during the 1970's and 1980's resulted in many portable classrooms being added to accommodate the increasing enrollment. In May of 1992, the official opening and solemn blessing of the expansion to St. Brendan was held.",Modernist,School
1691,271 Centennial Road Port Union Scarborough,show_building.php?BuildingID=11429,['Murray Brown & Elton'],1946,Educational,,,/tobuilt_bk/php/Buildingimages/304d9f01.jpg,Centennial Road Junior Public School,,Modernist,School
1692,95 Chapman Road Westmount Etobicoke,show_building.php?BuildingID=11359,,1960,Educational,,,/tobuilt_bk/php/Buildingimages/eb03ef99.jpg,Westmount Junior School,,Modernist,School
1693,70 Chartwell Road Sunnylea Etobicoke,show_building.php?BuildingID=11199,,1957,Educational,,,/tobuilt_bk/php/Buildingimages/7e1f1739.jpg,Castlebar School,This school is closed and the property is to be sold soon. -2017,Modernist,School
1694,16 Chipping Road Don Mills North York,show_building.php?BuildingID=6364,,1956,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/16ChippingRd.jpg,16 Chipping Road,,Modernist,Detached house
1695,80 Clinton Street  Toronto,show_building.php?BuildingID=11858,['Pillon Architects Inc.'],1965; addition in 20,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/9a802da3.jpg,St. Francis of Assisi Catholic School,"The original school was built in 1886, and is one of the six original parochial schools in the Archdiocese. The addition, built in 1965, was built to accommodate the great influx of Italian and Portuguese immigrants to the area. We are proud to have our school dedicated to St. Francis of Assisi. Pillon Architects Inc. completed an addition in 2002.",Modernist,School
1696,141 Close Avenue Parkdale Toronto,show_building.php?BuildingID=11868,,1902; additions in 1,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/36b5fbaa.jpg,Holy Family Catholic School,"In 1902 Holy Family Catholic School opened with three rooms to serve the needs of Parkdale’s Catholic community. Additional rooms were added in 1911 as the community grew.  In 1933 an additional teacher was hired to assume teaching duties as one class had 64 students.  As enrolment continued to increase additional rooms were added in 1957 and 1965.  A major addition in 1982 added the current gymnasium, library and more classrooms.  Finally, the school in its present form was completed with the addition of classrooms and a community centre in 1999.",Modernist,School
1697,50 Cloverhill Road Humber Bay Etobicoke,show_building.php?BuildingID=11331,,1957,Educational,,,/tobuilt_bk/php/Buildingimages/45befed5.jpg,Etienne Brule Junior School,,Modernist,School
1698,23 Comay Road  North York,show_building.php?BuildingID=11874,,1961; addition in 19,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/4628c7b0.jpg,Immaculate Conception Catholic School,"Immaculate Conception Catholic School opened its doors in September 1961 to 221 students and eight teachers. In 1967, an addition to the school was completed. It included a gymnasium with change rooms, an equipment room, six new classrooms, additional office space and a storage room.",Modernist,School
1699,65 Concord Avenue Dufferin Grove Toronto,show_building.php?BuildingID=11157,,1964,Educational,,,/tobuilt_bk/php/Buildingimages/40caab8e.jpg,Dewson Street Public School Junior,Major addition complete in 1921-2 by C.E.C. Dyson,Modernist,School
1700,175 Cordella Avenue Mount Dennis York,show_building.php?BuildingID=11180,,1966,Educational,,,/tobuilt_bk/php/Buildingimages/46f96d61.jpg,Cordella Junior Public School,,Modernist,School
1701,30 Corvette Avenue Kennedy Park Scarborough,show_building.php?BuildingID=11271,,1954,Educational,,,/tobuilt_bk/php/Buildingimages/e127b86f.jpg,Corvette Junior Public School,,Modernist,School
1702,520 Cosburn Avenue Danforth Village East York,show_building.php?BuildingID=11307,,1948,Educational,,,/tobuilt_bk/php/Buildingimages/3f026b47.jpg,Cosburn Middle School,,Modernist,School
1703,35 Country Lane Bridle Path North York,show_building.php?BuildingID=9718,['John B. Parkin Associates'],1961,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/CedarCroft.jpg,Cedar Croft,"This house, which is on the Inventory of Heritage Properties, is completely surrounded by rows of cedar trees and is not visible to the general public. The only portion of the building visible is the garage.",Modernist,Detached house
1704,47  Cowley Avenue West Deane Park Etobicoke,show_building.php?BuildingID=11484,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/4a8b02dd.jpg,West Glen Junior School,,Modernist,School
1705,45 Crendon Drive Centennial Etobicoke,show_building.php?BuildingID=11471,,1959,Educational,,,/tobuilt_bk/php/Buildingimages/32e45837.jpg,Broadacres Junior School,,Modernist,School
1706,46 Cresthaven Drive Hillcrest Village North York,show_building.php?BuildingID=11220,,1964,Educational,,,/tobuilt_bk/php/Buildingimages/d128604c.jpg,Cresthaven Public School,,Modernist,School
1707,90 Croatia Street Bloordale Toronto,show_building.php?BuildingID=11165,['Allward & Gouinlock'],unknown,Educational,,,/tobuilt_bk/php/Buildingimages/f8600b9a.jpg,Brockton Learning Centre,Slated for demolition (as of 2017) and replacement by new building for Bloor CI,Modernist,School
1708,33 Crossburn Drive Don Mills North York,show_building.php?BuildingID=6442,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/33CrossburnDr.jpg,33 Crossburn Drive,,Modernist,Detached house
1709,160 Crow Trail Malvern Scarborough,show_building.php?BuildingID=11862,,1983,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/15ea571d.jpg,St. Gabriel Lalemant Catholic School,"St. Gabriel Lalemant Catholic School opened its doors to the community in September, 1983 with a beautiful new building and an enthusiastic group of staff, students and parents. The official opening ceremonies took place on May 23, 1984.",Modernist,School
1710,70 D'Arcy Avenue Chinatown Toronto,show_building.php?BuildingID=11158,,1967,Educational,,,/tobuilt_bk/php/Buildingimages/dcab574f.jpg,Heydon Park Secondary School,,Modernist,School
1711,5 Dale Avenue Rosedale Toronto,show_building.php?BuildingID=3403,,1953,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/5Dale.jpg,5 Dale Avenue,"First Occupant: Day, Ralph C",Modernist,Detached house
1712,7 Dale Avenue Rosedale Toronto,show_building.php?BuildingID=3404,['G. Adamson'],1944,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/7Dale.jpg,7 Dale Avenue- ,"First Occupant: Wood, Clare F

First OccupantÂ´s Occupation: pres. Crystal Glass & Plastics

House threatened in 2018, See article by Dave LeBlanc, Globe and Mail",Modernist,Detached house
1713,25 Dale Avenue Rosedale Toronto,show_building.php?BuildingID=7419,,1951,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/25DaleAve.jpg,25 Dale Avenue,,Modernist,Detached house
1714,111 Danesbury Avenue  North York,show_building.php?BuildingID=11838,,1982,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/41e20f6a.jpg,Sts. Cosmas and Damian Catholic School,"Sts. Cosmas & Damian Catholic School was opened in September 1982. The original school building was built in 1950 and was formerly named Danesbury Public School. An addition was built in 2012 and blessed on Saturday, September 8.",Modernist,School
1715,945 Danforth Road Kennedy Park Scarborough,show_building.php?BuildingID=11277,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/28804a79.jpg,Robert Service Senior Public School,,Modernist,School
1716,1299 Danforth Road Eglinton Scarborough,show_building.php?BuildingID=450,,1967,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/DantonPlace.jpg,Danton Place,,Modernist,High-rise
1717,1340 Danforth Road Eglinton Scarborough,show_building.php?BuildingID=449,,1967,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/DanforthEstates1340.jpg,Danforth Estates,,Modernist,High-rise
1718,1360 Danforth Road Eglinton Scarborough,show_building.php?BuildingID=447,,1965,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/DanforthEstates1360.jpg,Danforth Estates,,Modernist,High-rise
1719,111 Davisville Avenue Davisville Toronto,show_building.php?BuildingID=455,,1967,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/111Davisville.jpg,Greenwin Place,,Modernist,High-rise
1720,66 Dearham Wood  Guildwood Scarborough,show_building.php?BuildingID=11294,,1960,Educational,,,/tobuilt_bk/php/Buildingimages/7a34c201.jpg,Poplar Road Junior Public School,A later addition to expand the building also included a new library.,Modernist,School
1721,20 Deepwood Crescent Don Mills North York,show_building.php?BuildingID=6440,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/20DeepwoodCr.jpg,20 Deepwood Crescent,,Modernist,Detached house
1722,26 Deepwood Crescent Don Mills North York,show_building.php?BuildingID=6441,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/26DeepwoodCr.jpg,26 Deepwood Crescent,,Modernist,Detached house
1723,15 Delsing Drive Rexdale Etobicoke,show_building.php?BuildingID=11358,,1957,Educational,,,/tobuilt_bk/php/Buildingimages/22f691ea.jpg,West Humber Junior Middle School,,Modernist,School
1724,45 Dempster Street Agincourt Scarborough,show_building.php?BuildingID=11573,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/83f4c3dc.jpg,Inglewood Heights Junior Public School,,Modernist,School
1725,26 Dominion Road Long Branch Etobicoke,show_building.php?BuildingID=4477,,unknown,Residential,,Heritage property,/tobuilt_bk/php/Buildingimages/26DominionRd.jpg,26 Dominion Road,,Modernist,Detached house
1726,825 Don Mills Road Banbury North York,show_building.php?BuildingID=11024,['John B. Parkin Associates'],1962,,,No heritage status,/tobuilt_bk/php/Buildingimages/123e5db4.jpg,Imperial Oil Ontario Regional Headquarters,"Awarded a 1964 Massey Medal for Architecture and an honourable mention at the Sao Paulo International Biennale of Architecture and Design.

Built in 1962 and demolished in the 1990s.",Modernist,Low-rise
1727,299A Donlands Avenue  East York,show_building.php?BuildingID=11867,,1944,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/872017de.jpg,Holy Cross Catholic School,"Holy Cross Catholic School had its modest beginnings in 1928 in a one room portable on Mortimer Avenue in East York with 46 pupils. The actual street address was 380 Mortimer Avenue. The original one-storey brick schoolhouse, which used an estimated 55,000 bricks and 6,200 floor tiles, had its official opening on April 12, 1944. The building consisted of four classrooms, office and two cloakrooms; an auditorium and two teachers’ lunch rooms were on the basement level. The new address was 299A Donlands Avenue beside Holy Cross Church.
An addition was made in 1948. This second-storey consisted of four classrooms, a lunchroom for the lay teachers, a nurse’s office, a sewing room, and a sitting room. The two classes that had been in the auditorium were moved upstairs.
In 1949, a Kindergarten-primary class was begun. In 1954, on November 22nd, a new portable was opened on the school property to accommodate twenty-seven Grade 3 pupils. By 1961, there were 4 portables on the property.
On January 23, 1963, the Toronto Metropolitan Separate School Board received tentative approval for the addition of ten classrooms (replacement of four) at a proposed cost of $200,000 and excavations began during the Easter holiday period.
In September of 1963, school opened with an enrolment of 635 students and a staff of twenty-one teachers. Construction of the new wing was not yet completed. In October, eight classes moved into the new addition, but the basement rooms weren’t yet ready and teachers had to make do, since no teachers’ desks or chairs had arrived. 
An Open House and Blessing of the new wing by Father Miller was held on Sunday, March 1st, 1964. But construction was not quite finished! In June of 1966, plans were submitted for the “Phase 2 Addition” to the school, which was to include two more classrooms, a library and a general purpose room. The budget was $125,000. The Government of Ontario gave the School Board a grant of $80,000 towards the cost. The addition was completed in 1967.",Modernist,School
1728,61 Dorcott Avenue Bendale Scarborough,show_building.php?BuildingID=11405,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/a2507ba3.jpg,Donwood Park Public School,,Modernist,School
1729,40 Dormington Drive Woburn Scarborough,show_building.php?BuildingID=11266,,1964,Educational,,,/tobuilt_bk/php/Buildingimages/78cf52e4.jpg,Woburn Junior Public School,,Modernist,School
1730,2335 Dufferin Street  Fairbank York,show_building.php?BuildingID=11364,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/f76f80b6.jpg,Fairbank Public School,,Modernist,School
1731,"3401  Dufferin Street, Yorkdale Shopping Centre North Toronto Toronto",show_building.php?BuildingID=10465,"['Stanford Downey Architects Inc.  Based in Toronto and founded in 1977, Stanford Downey Architects Inc. has built a reputation for resolving complex, demanding projects into elegant, economical structures.']",2014,Other,,No heritage status,/tobuilt_bk/php/Buildingimages/cd121c37.jpg,Joey Yorkdale Restaurant,"A two storey brick masonry building with a modern industrial-style restaurant attached to the Yorkdale Mall, the exterior features include a black steel canopy, a full height acid-patinated steel drum surrounding the revolving door entry and six full-height double-hung windows adjacent.  The interior contains a fully-glazed elevator and the pulleys and counterweights that operate the windows are expose on the inside and visible to the exterior.  The upper floor is accessed by means of an open granite & precast stair cantilevered off a central steel box stringer.  The interconnected openings between floors have large custom chandeliers suspended within.  (In association with Olson Kundig Architects).  Photo by Philip Castleton Photography.",Modernist,Shopping centre
1732,240 Duncan Mill Road Graydon North York,show_building.php?BuildingID=11021,,1972,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/816fcca6.jpg,240 Duncan Mill Road,,Modernist,Mid-rise
1733,935 Dundas Street Leslieville Toronto,show_building.php?BuildingID=11082,,1962,Educational,,,/tobuilt_bk/php/Buildingimages/9e40f274.jpg,Dundas Junior Public School,,Modernist,School
1734,17 Dundonald Church-Wellesley Toronto,show_building.php?BuildingID=10599,"['Raw Design', 'Weir, Cripps and Associates']",,Condominium,,,/tobuilt_bk/php/Buildingimages/30f392be.jpg,Commercial Travellers´ Association of Canada Building,"The building is being incorporated into a condominium building, Â´TotemÂ´ in 2016. The facade of the original building will remain at the base. An additional entrance to the Wellesley subway station will be created.
The Commercial TravellersÂ´ Association of Canada was incorporated in 1874 as a society to support commercial travelers:  âa man, whether employer or employee, who travels statedly as a salesman for
a wholesale business to take orders from dealers or manufacturers for goods which shall
be sent afterward.â The association moved into the Dundonald building in 1955.",Modernist,
1735,20 Dunlace Drive York Mills North York,show_building.php?BuildingID=11133,,1961,Educational,,,/tobuilt_bk/php/Buildingimages/a88b1434.jpg,Blythwood Junior Public School,,Modernist,School
1736,27 East Haven Drive Cliffside Scarborough,show_building.php?BuildingID=11131,,1952,Educational,,,/tobuilt_bk/php/Buildingimages/c34e3b7d.jpg,Cliffside Public School,,Modernist,School
1737,895 Eastern Avenue Leslieville Toronto,show_building.php?BuildingID=11607,,unknown,Educational,,No heritage status,/tobuilt_bk/php/Buildingimages/7a50d8b0.jpg,Toronto Fire and EMS Training Centre,,Modernist,Low-rise
1738,12 Eastview Crescent Bedford Park North York,show_building.php?BuildingID=6498,['George Eber'],1962,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/CritchleyWaring1.jpg,Critchley-Waring Residence,This building was a Finalist in the Massey Medals for Architecture in 1961.,Modernist,Detached house
1739,730 Eglinton Avenue Forest Hill Toronto,show_building.php?BuildingID=11365,,1948,Educational,,,/tobuilt_bk/php/Buildingimages/8dd2a88e.jpg,Forest Hill Collegiate Institute,,Modernist,School
1740,120 Eglinton Avenue East North Toronto Toronto,show_building.php?BuildingID=8349,,unknown,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/120EglintonE.jpg,120 Eglinton Business Centre,,Modernist,Mid-rise
1741,150 Eglinton Avenue East North Toronto Toronto,show_building.php?BuildingID=9631,,1959,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/150EglintonAveE.jpg,150 Eglinton Avenue East,,Modernist,Mid-rise
1742,220 Eglinton Avenue East North Toronto Toronto,show_building.php?BuildingID=9639,,1956,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/220EglintonAveE.jpg,Tangiers Apartments,,Modernist,Mid-rise
1743,1150  Eglinton Avenue East  Flemingdon Park North York,show_building.php?BuildingID=10968,['Parkin Partnership Architects Planners'],1965,vacant,,No heritage status,/tobuilt_bk/php/Buildingimages/9b9c31db.jpg,Celestica West (IBM west) ,"1150 Eglinton Avenue East, was the IBM Canada Headquarters building designed by John B. Parkin Associates in 1966-67.  This is a separate firm from the later Parkin Partnership Architects and Planners.",Modernist,office
1744,491 Eglinton Avenue West Forest Hill Toronto,show_building.php?BuildingID=9949,,unknown,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/491EglintonAveW1.jpg,Forest Hill Medical and Professional Building,,Modernist,Mid-rise
1745,570 Eglinton Avenue West North Toronto Toronto,show_building.php?BuildingID=9520,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/TheFavourite.jpg,The Favourite,,Modernist,Mid-rise
1746,650 Eglinton Avenue West Forest Hill Toronto,show_building.php?BuildingID=8370,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/650EglintonW.jpg,650 Eglinton Avenue West,,Modernist,Mid-rise
1747,10 Elkhorn Drive Bayview Village North York,show_building.php?BuildingID=11214,,1963,Educational,,,/tobuilt_bk/php/Buildingimages/b0c06f9e.jpg,Elkhorn Drive Public School,,Modernist,School
1748,44 &amp; 44A Ellerbeck Street Danforth Village Toronto,show_building.php?BuildingID=8621,['Carson Woods Architects'],1973,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/44EllerbeckSt1.jpg,44 & 44A Ellerbeck Street,"These houses won a Canadian Housing Design Council Award for ""Single or Detached House"" in 1974. The date of 1973 for the house is based on this award date.",Modernist,Detached house
1749,1-95 Ellesmere Road Maryvale Scarborough,show_building.php?BuildingID=10600,,1958,Other,,Designated under Part IV Ontario Heritage Act,/tobuilt_bk/php/Buildingimages/969870ca.jpg,Parkway Plaza Supermarket,Rare mid 20th century supermarket with a distinctive curved roof.  Associated with the post-World War II suburban development of Scarborough where it stands as a local landmark in the Maryvale neighbourhood.,Modernist,Shopping centre
1750,739 Ellesmere Road Dorset Park Scarborough,show_building.php?BuildingID=11493,,1952,Educational,,,/tobuilt_bk/php/Buildingimages/1cbe9af0.jpg,Ellesmere-Statton Public School,,Modernist,School
1751,30 Elm Avenue Rosedale Toronto,show_building.php?BuildingID=4582,,1953,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/30ElmAve1.jpg,Rosedale Court,,Modernist,Mid-rise
1752,83 Elm Avenue Rosedale Toronto,show_building.php?BuildingID=3336,,1955,Residential,,South Rosedale Heritage Conservation District,/tobuilt_bk/php/Buildingimages/83ElmAve1.jpg,83 Elm Avenue,,Modernist,Low-rise
1753,50 Essex Street Dovercourt Park Toronto,show_building.php?BuildingID=11168,,1958,Educational,,,/tobuilt_bk/php/Buildingimages/6e721d4e.jpg,Essex Public School,"1900: Board awarded contracts for ânew building on Essex Street.â A four-roomed school for Grades 1 to 8 built west of Christie Street on Essex Street. Cost: $7,337.00.
1901 Jan: School opened with 162 pupils registered. 
1901 Sept 16: At a Toronto City Council meeting, W.C. Wilkinson, Secretary Treasurer of the Public School Board, requested that âEssex Street, between Shaw and Christie Streets, be opened up and that sidewalks be laid on the north side of Essex Street, and south of Garnet Avenue.â Essex was the first school in the area, which was known as Seaton Village. (Bloor Street to the south; CPR tracks to the north; Christie Street to the west; Bathurst Street to the east.) Before that, students went to Palmerston and Dovercourt schools. 
1902 Jan 2: Official opening by Alfred Jones, Chairman of the Board.
1906: Addition presumably by Charles H. Bishop.
1907: Addition presumably by Charles H. Bishop.
1912: Addition, making a total of 23 classrooms.
1915: Annex built.
1948: Department of Education, in cooperation with the Toronto Board of Education, opened an Art Centre, to determine the best teaching procedure for a modern developmental art program.
1952: Senior school established in annex.
1955: Annex damaged by fire. Third floor removed; rest of school rehabilitated.
1956: Site enlarged.
1956 July 15: New building started. Cornerstone laid November 30.
1957 July: Annex demolished.
1958 May 12: New building opened. 
1977 Sept: (Hawthorne IIâoriginally Hawthorne, a private school located at Vaughan Road and Bathurst Streetâ opened under the Toronto Board as its only bilingual alternative junior school in part of the Essex building.)
1989: Combined with Christie Public School to form Essex Junior and Senior Public School. (Christie had opened in November 1964 to form the junior section of Essex).",Modernist,School
1754,618 Evans Avenue Alderwood Etobicoke,show_building.php?BuildingID=9558,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/618EvansAve.jpg,618 Evans Avenue,,Modernist,Low-rise
1755,620 Evans Avenue Alderwood Etobicoke,show_building.php?BuildingID=9559,,unknown,Residential,,No heritage status,/tobuilt_bk/php/Buildingimages/620EvansAve.jpg,A-1 Apartments,,Modernist,Low-rise
1756,95 Falkirk Street Bedford Park North York,show_building.php?BuildingID=11565,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/90bd7333.jpg,Ledbury Park Elementary and Middle School,,Modernist,School
1757,45 Falmouth Avenue Kennedy Park Scarborough,show_building.php?BuildingID=11280,,1954,Educational,,,/tobuilt_bk/php/Buildingimages/c7697f6b.jpg,Walter Perry Middle School,,Modernist,School
1758,95 Faywood Boulevard Wilson Heights North York,show_building.php?BuildingID=11540,,1966,Educational,,,/tobuilt_bk/php/Buildingimages/a00bae84.jpg,Faywood Arts-Based Curriculum School,,Modernist,School
1759,131 Fenside Drive  Parkwoods North York,show_building.php?BuildingID=11386,,1951,Educational,,,/tobuilt_bk/php/Buildingimages/da0d4cbb.jpg,Fenside Public School,,Modernist,School
1760,23 Ferndale Avenue Deer Park Toronto,show_building.php?BuildingID=11079,['Pentland and Baker'],1961,Educational,,,/tobuilt_bk/php/Buildingimages/c8c02acd.jpg,Deer Park Junior and Senior Public School,"Current building opened in 1961, was designed by architects Pentland and Baker. Major addition in 1971. Original 1913 building was designed by C.H. Bishop and F.E. Belfrey.",Modernist,School
1761,24 Ferrand Drive Flemingdon Park North York,show_building.php?BuildingID=7918,,,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/OntarioHospitalAssoc.jpg,Ontario Hospital Association Building,This building was a Finalist in the Massey Medals for Architecture in 1961.,Modernist,Low-rise
1762,277 Finch Avenue East Bayview Village North York,show_building.php?BuildingID=11215,,1961,Educational,,,/tobuilt_bk/php/Buildingimages/5999ff8e.jpg,Finch Avenue Public School,,Modernist,School
1763,3521  Finch Avenue East  Scarborough,show_building.php?BuildingID=11787,,1973,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/47c37fab.jpg,St Aidan Catholic School,"St Aidan Catholic School, operated by the Toronto Catholic District School Board, opened in 1973. They are a Kindergarten to Grade 8 elementary school located next door to St Aidan Catholic Church where staff and students join parishioners for morning Mass about once a month, often on First Fridays.",Modernist,School
1764,4640 Finch Avenue East Agincourt Scarborough,show_building.php?BuildingID=11855,,1977,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/847a6117.jpg,Francis Libermann Catholic High School,"Francis Libermann Catholic Secondary School has developed a rich history in its relatively young life. Founded in 1977 by Father John Geary, and staffed by a small group of dedicated professionals, the school at once established itself as a model of academic excellence and faith experience.",Modernist,School
1765,333 Firgrove Crescent  North York,show_building.php?BuildingID=11859,,1971,Educational,,No heritage status,/tobuilt_bk/php/buildingimagesmedum/6fca8ab0.jpg,St. Francis de Sales Catholic School,St. Francis de Sales Catholic School first opened in 1971.,Modernist,School
1766,10 Flamington Road  Lawrence Heights North York,show_building.php?BuildingID=11558,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/2e1712bf.jpg,Flemington Public School,,Modernist,School
1767,20 Fordwich Crescent Thistletown Etobicoke,show_building.php?BuildingID=11356,,1958,Educational,,,/tobuilt_bk/php/Buildingimages/4a69ff84.jpg,Thistletown Collegiate Institute,,Modernist,School
1768,444 Front Street West Fashion District Toronto,show_building.php?BuildingID=8459,,1963,Office,,No heritage status,/tobuilt_bk/php/Buildingimages/Globe&Mail1.jpg,The Globe and Mail,This building incorporates the art-deco entranceway to the old Globe and Mail headquarters.,Modernist,Low-rise
1769,11 Gadsby Drive Eglinton Scarborough,show_building.php?BuildingID=11409,,1957,Educational,,,/tobuilt_bk/php/Buildingimages/0f76edaf.jpg,Glen Ravine Public School,,Modernist,School
1770,192 Galloway Road Guildwood Scarborough,show_building.php?BuildingID=11286,,1958,Educational,,,/tobuilt_bk/php/Buildingimages/9f7d279d.jpg,Galloway Road Public School,"Part of a 2016-17 review of underutilized schools that are being considered for sale, closure or repurpose.",Modernist,School
1771,100 Garrison Road Niagara Toronto,show_building.php?BuildingID=10111,"['Kearns Mancini', 'Patkau Associates']",2012,Cultural,,No heritage status,/tobuilt_bk/php/Buildingimages/FortYorkVisitorR1.jpg,Fort York; Visitor Centre,"This building will be constructed in time for the bicentennial of the war of 1812 (which is in 2012). The project was awarded to Patkau & Kearns Mancini in a competition in December, 2009.",Modernist,Low-rise
1772,180 Gary Drive Weston North York,show_building.php?BuildingID=11567,,unknown,Educational,,,/tobuilt_bk/php/Buildingimages/be3bd365.jpg,Pelmo Park Public School,,Modernist,School
