poi_id,name,build_year,build_decade,build_year_clean,demolished_year,address,latitude,longitude,external_url,image_url,heritage_status,current_use,poi_type,poi_type_simple,source,details,style,neighbourhood
3570,146 Madison Avenue,1910,1910.0,1910.0,,"146 Madison Avenue The Annex Toronto, ON",43.67352,-79.40558,http://www.acotoronto.ca/show_building.php?BuildingID=10500,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/614640fa.jpg,"West Annex Phase I, Madison Avenue, Heritage Conservation District",,Detached house,Building,http://www.acotoronto.ca/,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours, and a front facing gable. The 2.5 storey detached building, with appearance of a side hall plan was constructed during the period of significance between 1885 and 1925 in the Queen Anne Style, one of three attributed to architect Gordon West  and retains sufficient integrity to permit restoration. Features representative of the Queen Anne style,  stone sills, lintels and string courses,  bay windows, and a front facing gable and porch with decorative shingling.",Queen Anne,Annex (95)
3571,148 Madison Avenue,1910,1910.0,1910.0,,"148 Madison Avenue The Annex Toronto, ON",43.67361,-79.40563,http://www.acotoronto.ca/show_building.php?BuildingID=10501,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/c979f4f2.jpg,"West Annex Phase I, Madison Avenue, Heritage Conservation District",,Detached house,Building,http://www.acotoronto.ca/,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building, with appearance of a side hall plan was constructed during the period of significance between 1885 and 1925 in the Queen Anne Style, one of three attributed to architect Gordon West, and retains sufficient integrity to permit restoration. Features representative of the Queen Anne style, hipped roof, italianate soffit, ashlar stone sills, lintels and string courses.",Queen Anne,Annex (95)
3572,150 Madison Avenue,1908,1900.0,1908.0,,"150 Madison Avenue The Annex Toronto, ON",43.67371,-79.40566,http://www.acotoronto.ca/show_building.php?BuildingID=10502,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/749f4798.jpg,"West Annex Phase I, Madison Avenue, Heritage Conservation District",,Detached house,Building,http://www.acotoronto.ca/,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours. The 2.5 storey detached building, with appearance of a side hall plan was constructed during the period of significance between 1885 and 1925 in the Queen Anne Style, and retains sufficient integrity to permit restoration. Features representative of the Queen Anne style, an  assymetrical facade, stone sills, lintels and string courses, and a corner bay tower.",Queen Anne,Annex (95)
3573,193 Madison Avenue,1900,1900.0,1900.0,,"193 Madison Avenue The Annex Toronto, ON",43.67439,-79.40531,http://www.acotoronto.ca/show_building.php?BuildingID=4011,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/193MadisonAv.jpg,"West Annex Phase I, Madison Avenue, Heritage Conservation District",,Detached house,Building,http://www.acotoronto.ca/,"This property contributes to the Toronto Annex streetscape of the District with a house form building similar in height and front yard setback to its neighbours with a front facing gable. The 2.5 storey detached building with appearance of a side hall plan constructed during the period of significance between 1885 and 1925 in Queen Anne Style by an important architect of the period, with sufficient integrity to permit restoration. Features representative of the Queen Anne style include red brick, projecting bay, ornate complicated form and massing, oriel window, front facing gable, elaborate turned wood porch, front facing gable, flat arched windows.",Queen Anne,Annex (95)
3574,447-449 Manning Avenue,unknown,,,,"447-449 Manning Avenue Sussex-Ulster Toronto, ON",43.6486892700195,-79.38543701171879,http://www.acotoronto.ca/show_building.php?BuildingID=9778,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/447-449ManningAve.jpg,No heritage status,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Bay Street Corridor (76)
3575,Shaarei Tzedec Synagogue,1890,1890.0,1890.0,,"395 Markham Street Sussex-Ulster Toronto, ON",43.65943,-79.40983,http://www.acotoronto.ca/show_building.php?BuildingID=5185,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ShaareiTzedec1.jpg,Heritage property,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Palmerston-Little Italy (80)
3576,Henry Mullen buildings,1892,1890.0,1892.0,,"588-594  Markham Street Little Italy Toronto, ON",43.66386,-79.41234,http://www.acotoronto.ca/show_building.php?BuildingID=11056,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/8ce96036.jpg,Listed,,Fourplex,Building,http://www.acotoronto.ca/,,Queen Anne,Palmerston-Little Italy (80)
3577,Frederick Booz House and Harry H. Bennett House,1889,1880.0,1889.0,,"1-3 Metcalfe Street Cabbagetown Toronto, ON",43.66494,-79.36649,http://www.acotoronto.ca/show_building.php?BuildingID=3746,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/1-3MetcalfeSt.jpg,Cabbagetown-Metcalfe Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3578,William T. Lowe House and Ernest Mahr House,1889,1880.0,1889.0,,"5-7 Metcalfe Street Cabbagetown Toronto, ON",43.66505,-79.36649,http://www.acotoronto.ca/show_building.php?BuildingID=3748,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5-7MetcalfeSt.jpg,Cabbagetown-Metcalfe Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3579,Mrs. J. Turbayne House and G.T. Gurnett House,1887,1880.0,1887.0,,"9-11 Metcalfe Street Cabbagetown Toronto, ON",43.66515,-79.36653000000001,http://www.acotoronto.ca/show_building.php?BuildingID=3747,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/9-11MetcalfeSt.jpg,Cabbagetown-Metcalfe Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3580,John Murray House and L.W. Shannon House,1887,1880.0,1887.0,,"13-15 Metcalfe Street Cabbagetown Toronto, ON",43.66525,-79.36655999999999,http://www.acotoronto.ca/show_building.php?BuildingID=3750,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/13-15MetcalfeSt1.jpg,Cabbagetown-Metcalfe Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3581,100 Park Road,1888,1880.0,1888.0,,"100 Park Road Rosedale Toronto, ON",43.67552,-79.38271,http://www.acotoronto.ca/show_building.php?BuildingID=4356,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/100ParkRoad.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Lant, Homar M.",Queen Anne,Rosedale-Moore Park (98)
3582,104 Park Road,1888,1880.0,1888.0,,"104 Park Road Rosedale Toronto, ON",43.67563,-79.38264000000001,http://www.acotoronto.ca/show_building.php?BuildingID=4357,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/104ParkRoad.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Freeland, Edward

First OccupantÂ´s Occupation: accountant",Queen Anne,Rosedale-Moore Park (98)
3583,108 Park Road,1888,1880.0,1888.0,,"108 Park Road Rosedale Toronto, ON",43.67576,-79.38259000000001,http://www.acotoronto.ca/show_building.php?BuildingID=4358,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/108ParkRoad.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Stark, Charles",Queen Anne,Rosedale-Moore Park (98)
3584,110 Park Road,1888,1880.0,1888.0,,"110 Park Road Rosedale Toronto, ON",43.67584,-79.38248,http://www.acotoronto.ca/show_building.php?BuildingID=4359,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/110ParkRoad.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Dick, William

First OccupantÂ´s Occupation: Assistant accountant",Queen Anne,Rosedale-Moore Park (98)
3585,Shaw House,1886,1880.0,1886.0,,"114 Park Road Rosedale Toronto, ON",43.675940000000004,-79.38243,http://www.acotoronto.ca/show_building.php?BuildingID=5836,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/114ParkRd.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Shaw, Frederick W.",Queen Anne,Rosedale-Moore Park (98)
3586,583-585 Parliament Street,1889,1880.0,1889.0,,"583-585 Parliament Street Cabbagetown Toronto, ON",43.66746,-79.36896,http://www.acotoronto.ca/show_building.php?BuildingID=4632,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/583ParliamentSt.jpg,Heritage property,,Low-rise,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3587,W.J. Davis House,1886,1880.0,1886.0,,"67 Pembroke Street Downtown East Toronto, ON",43.628719329834006,-79.41282653808591,http://www.acotoronto.ca/show_building.php?BuildingID=5460,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/67PembrokeSt1.jpg,No heritage status,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Niagara (82)
3588,78 Pembroke Street,1886,1880.0,1886.0,,"78 Pembroke Street Downtown East Toronto, ON",43.628719329834006,-79.41282653808591,http://www.acotoronto.ca/show_building.php?BuildingID=2749,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/78Pembroke.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Niagara (82)
3589,"Winchester Public School, Old Wing",1897,1890.0,1897.0,,"15 Prospect Street Cabbagetown Toronto, ON",43.66655,-79.37106999999999,http://www.acotoronto.ca/show_building.php?BuildingID=3664,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WinchesterPSOld1.jpg,Cabbagetown Northwest Heritage Conservation District,,School,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3590,280 Queen Street West,1881,1880.0,1881.0,,"280 Queen Street West Grange Park Toronto, ON",43.64978,-79.39265,http://www.acotoronto.ca/show_building.php?BuildingID=1979,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/280QueenW.jpg,Queen Street Heritage Conservation District,,Commercial block,Building,http://www.acotoronto.ca/,,Queen Anne,Kensington-Chinatown (78)
3591,Oddfellows' Hall,1886,1880.0,1886.0,,"441 Queen Street West Fashion District Toronto, ON",43.64857,-79.39596,http://www.acotoronto.ca/show_building.php?BuildingID=2928,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/OddfellowsHallQueen1.jpg,Queen Street Heritage Conservation District,,Low-rise,Building,http://www.acotoronto.ca/,,Queen Anne,Waterfront Communities-The Island (77)
3592,541-543 Queen Street West,unknown,,,,"541-543 Queen Street West Fashion District Toronto, ON",43.6478,-79.39989,http://www.acotoronto.ca/show_building.php?BuildingID=8864,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/541-543QueenStW1.jpg,Queen Street Heritage Conservation District,,Mid-rise,Building,http://www.acotoronto.ca/,,Queen Anne,Waterfront Communities-The Island (77)
3593,University of Toronto St. George Campus; Annesley Hall,1903,1900.0,1903.0,,"95 Queen's Park University of Toronto Toronto, ON",43.66753,-79.39328,http://www.acotoronto.ca/show_building.php?BuildingID=2594,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/AnnesleyHall1.jpg,National Historic Site,,Low-rise,Building,http://www.acotoronto.ca/,"Annesley Hall was constructed in 1902-1903, and was the first purpose-built all-female residence at a Canadian university. It continues to be used as a residence for Victoria College, University of Toronto.

This building is an example of the Queen Anne Revival style. Defining characteristics include steep roof, prominent gables, red brick exterior, stone trim, and banks of Tudor-style windows. 

The hall underwent an extensive $4 million renovation in 1988 and reopened in 1989. Annesley Hall was designated a National Historic Site because it is an excellent example of an institutional building in the Queen Anne Revival style.",Queen Anne,Bay Street Corridor (76)
3594,Capt. Samuel Crangle House,1891,1890.0,1891.0,,"35 Rosedale Road Rosedale Toronto, ON",43.67657,-79.38407,http://www.acotoronto.ca/show_building.php?BuildingID=2422,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/35RosedaleRd1.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: White, Mrs Louisa, later Capt.",Queen Anne,Rosedale-Moore Park (98)
3595,141-147 Roxborough Street East,1902,1900.0,1902.0,,"141-147 Roxborough Street East Rosedale Toronto, ON",43.67907,-79.38316,http://www.acotoronto.ca/show_building.php?BuildingID=7383,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/141-147RoxboroughStE1.jpg,South Rosedale Heritage Conservation District,,Rowhouse,Building,http://www.acotoronto.ca/,"The first occupant of unit 141 was the architect, William Siddall. He completed the house in 1902. 

First Occupant: Thompson, James G (143 Roxborough), Ord, Mrs Sarah (145 Roxborough), and Hahn, Dr. Otto M.D. (147 Roxborough) 

First OccupantÂ´s Occupation: Chief clk (1891-92), Manager (143 Roxborough).",Queen Anne,Rosedale-Moore Park (98)
3596,170 Roxborough Street East,1889,1880.0,1889.0,,"170 Roxborough Street East Rosedale Toronto, ON",43.67968,-79.38244,http://www.acotoronto.ca/show_building.php?BuildingID=4430,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/170RoxboroughStE.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Cox, Arthur

First OccupantÂ´s Occupation: A. Cox & Co.",Queen Anne,Rosedale-Moore Park (98)
3597,172 Roxborough Street East,1889,1880.0,1889.0,,"172 Roxborough Street East Rosedale Toronto, ON",43.67969,-79.38223,http://www.acotoronto.ca/show_building.php?BuildingID=4431,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/172RoxboroughStE.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Booth, George

First OccupantÂ´s Occupation: coppersmith",Queen Anne,Rosedale-Moore Park (98)
3598,Roxden,1890,1890.0,1890.0,,"174 Roxborough Street East Rosedale Toronto, ON",43.67966,-79.38204,http://www.acotoronto.ca/show_building.php?BuildingID=4432,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/174RoxboroughStE.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Thomas, Rev Benjamin D, DD

First OccupantÂ´s Occupation: Pastor",Queen Anne,Rosedale-Moore Park (98)
3599,G.A. Elliott House,1889,1880.0,1889.0,,"176 Roxborough Street East Rosedale Toronto, ON",43.67966,-79.38183000000001,http://www.acotoronto.ca/show_building.php?BuildingID=4433,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/176RoxboroughStE.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"First Occupant: Elliott, George A

First OccupantÂ´s Occupation: Builder",Queen Anne,Rosedale-Moore Park (98)
3600,94-104 Scollard Street,1893,1890.0,1893.0,,"94-104 Scollard Street Bloor-Yorkville Toronto, ON",43.67196,-79.39219,http://www.acotoronto.ca/show_building.php?BuildingID=2642,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/94-104Scollard1.jpg,Yorkville Hazelton Heritage Conservation District,,Rowhouse,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3601,644-646 Spadina Avenue,unknown,,,,"644-646 Spadina Avenue Sussex-Ulster Toronto, ON",43.6486892700195,-79.38543701171879,http://www.acotoronto.ca/show_building.php?BuildingID=5406,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/644-646SpadinaAve.jpg,Heritage property,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Bay Street Corridor (76)
3602,9-11 Spadina Road,1889,1880.0,1889.0,,"9-11 Spadina Road The Annex Toronto, ON",43.6676,-79.40385,http://www.acotoronto.ca/show_building.php?BuildingID=4012,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/9-11SpadinaRd.jpg,Heritage property,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3603,85 Spadina Road,1899,1890.0,1899.0,,"85 Spadina Road The Annex Toronto, ON",43.67041,-79.40503000000001,http://www.acotoronto.ca/show_building.php?BuildingID=5191,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/85SpadinaRd.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,This house was converted into an entrance to the subway in 1977.,Queen Anne,Annex (95)
3604,13-15 St. Andrew Street,unknown,,,,"13-15 St. Andrew Street Kensington Toronto, ON",43.65405,-79.39943000000001,http://www.acotoronto.ca/show_building.php?BuildingID=8915,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/13-15StAndrew.jpg,No heritage status,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Kensington-Chinatown (78)
3605,John Downey House,1889,1880.0,1889.0,,"97 St. George Street University of Toronto Toronto, ON",43.66491,-79.39833,http://www.acotoronto.ca/show_building.php?BuildingID=3125,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/JDowneyHouse1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,"This building remained in residential use until 1929. In that year, the Canadian School of Missions bought the house and added a wing.",Queen Anne,University (79)
3606,Henry Victor Cawthra House,1897,1890.0,1897.0,,"163 St. George Street The Annex Toronto, ON",43.67047,-79.40069,http://www.acotoronto.ca/show_building.php?BuildingID=3126,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/163StGeorge.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3607,262-264 St. George Street,1893,1890.0,1893.0,,"262-264 St. George Street The Annex Toronto, ON",43.67321,-79.40267,http://www.acotoronto.ca/show_building.php?BuildingID=5324,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/262-264StGeorge.jpg,Heritage property,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3608,Canadian Music Centre,1892,1890.0,1892.0,,"20 St. Joseph Street Downtown Toronto, ON",43.66605,-79.38646,http://www.acotoronto.ca/show_building.php?BuildingID=2801,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ChalmersHouse.jpg,Historic Yonge Street Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,"This is a 2-1/2 storey brick and stone in a high Queen Anne Style. It has a complex gable ended and cross sloped roof and a corner tower with a conical roof. The gable end is clad in red tiles and includes a large grouped window opening with bracketed eyebrow roofette. The Tower, below the conical roof has a round tile clad wall with three separate 2.5 St. Nicholas Village windows and below that a sloping skirt forming a shallow eave condition. The tower has three windows with rock faced stone lintels and continuous stone sills forming a band course.",Queen Anne,Bay Street Corridor (76)
3609,5 St. Joseph Street,1905,1900.0,1905.0,,"5 St. Joseph Street Downtown Toronto, ON",43.66578,-79.38554,http://www.acotoronto.ca/show_building.php?BuildingID=2757,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5StJoseph.jpg,Historic Yonge Street Heritage Conservation District,,Industrial,Building,http://www.acotoronto.ca/,,Renaissance revival,Bay Street Corridor (76)
3610,22 St. Joseph Street ,1892,1890.0,1892.0,,"22  St. Joseph Street  Downtown Toronto, ON",43.666059999999995,-79.38655,http://www.acotoronto.ca/show_building.php?BuildingID=10643,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ada62ba2.jpg,Historic Yonge Street Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"This is a 2-1/2 story building in a Queen Anne Style with a part exposed basement to form a parking pad. It has a gable ended roof with decorative barge boards on a projecting eave and wood shingle clad wall which terminates at a projecting moulded entablature supported at the small bay on a bracket. It has a 3 part grouped central window with small eyebrow roofette. At the second floor large bay, a pair of centred windows with flat stone segmental arch drip hood lintels and plain lug sills.",Queen Anne,Bay Street Corridor (76)
3611,YMCA Sprott House,1895,1890.0,1895.0,,"21 Walmer Road The Annex Toronto, ON",43.66789,-79.40558,http://www.acotoronto.ca/show_building.php?BuildingID=4219,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/21Walmer3.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3612,70 Walmer Road,1891,1890.0,1891.0,,"70 Walmer Road The Annex Toronto, ON",43.670190000000005,-79.40681,http://www.acotoronto.ca/show_building.php?BuildingID=5302,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/70WalmerRd1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3613,Charles Fellows House,1897,1890.0,1897.0,,"81 Walmer Road The Annex Toronto, ON",43.67109,-79.40657,http://www.acotoronto.ca/show_building.php?BuildingID=4020,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/81WalmerRd.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3614,83-85 Walmer Road,1892,1890.0,1892.0,,"83-85 Walmer Road The Annex Toronto, ON",43.67122,-79.40664,http://www.acotoronto.ca/show_building.php?BuildingID=3976,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/83-85WalmerRd.jpg,Heritage property,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3615,91-93 Walmer Road,1893,1890.0,1893.0,,"91-93 Walmer Road The Annex Toronto, ON",43.671479999999995,-79.40675,http://www.acotoronto.ca/show_building.php?BuildingID=5305,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/91-93WalmerRd.jpg,No heritage status,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3616,95-97 Walmer Road,1894,1890.0,1894.0,,"95-97 Walmer Road The Annex Toronto, ON",43.6716,-79.40675,http://www.acotoronto.ca/show_building.php?BuildingID=5300,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/95-97WalmerRd.jpg,No heritage status,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3617,Thomas Harris House,1890,1890.0,1890.0,,"314 Wellesley Street East Cabbagetown Toronto, ON",43.66857,-79.36858000000001,http://www.acotoronto.ca/show_building.php?BuildingID=3782,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/314WellesleyStE.jpg,Cabbagetown North Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Cabbagetown-South St.James Town (71)
3618,McLeish-Powell Houses,1888,1880.0,1888.0,,"422-424 Wellington Street West Fashion District Toronto, ON",43.64382,-79.39661,http://www.acotoronto.ca/show_building.php?BuildingID=3217,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/McLeish-PowellHouses.jpg,King-Spadina Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,"The McLeish-Powell Houses are architecturally significant as surviving examples of late 19th
century residential buildings with Picturesque detailing. Contextually, the building is a reminder
of the earlier development of the King-Spadina neighbourhood as a residential area.
The heritage attributes of the building are found on the exterior walls and roof with attention
focused on the principal (south) facade. The dwelling mixes features from the predominant
architectural styles of the late 19th century (including Gothic Revival, Italianate and Queen
Anne) in a design that is best described as Picturesque. The 2Â½-storey structure is built of red
brick and trimmed with brick, stone and terra cotta. The hipped-gable roof has a trio of gables
with decorative wood detailing on the south end. On the south faÃ§ade, the three-bay composition
features a recessed centre with the entrances in the first storey and round-headed window
openings in the second floor and attic. In the outer bays, bay windows rise three stories and
contain segmental-headed openings in the lower floors and flat-headed openings in the attic. The
entries and most of the fenestration is decorated with brick voussoirs and stone drip moulds with
keystones. Running stone lintels and sills create horizontal divisions. Terra cotta panels with
scrollwork and animal heads are placed above the bay windows, and a similar motif is found in a
rondelle in the centre bay. The forms and detailing are repeated on the end (east and west)
elevations.",Queen Anne,Waterfront Communities-The Island (77)
3619,Henry Howson House,1871,1870.0,1871.0,,"516 Wellington Street West Fashion District Toronto, ON",43.643409999999996,-79.39927,http://www.acotoronto.ca/show_building.php?BuildingID=6863,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/516WellingtonStW1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Waterfront Communities-The Island (77)
3620,Eude Saunders and Sarah Scholfield Houses,1891,1890.0,1891.0,,"518-520 Wellington Street West Fashion District Toronto, ON",43.64335,-79.3994,http://www.acotoronto.ca/show_building.php?BuildingID=6862,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/518-520WellingtonStW1.jpg,King-Spadina Heritage Conservation District,,Semi-detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Waterfront Communities-The Island (77)
3621,7-11 Winchester Street,1885,1880.0,1885.0,,"7-11 Winchester Street Cabbagetown Toronto, ON",43.66529,-79.37043,http://www.acotoronto.ca/show_building.php?BuildingID=8056,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/7-11WinchesterSt2.jpg,Cabbagetown Northwest Heritage Conservation District,,Rowhouse,Building,http://www.acotoronto.ca/,The porch additions on this house date to ca. 1900.,Queen Anne,Cabbagetown-South St.James Town (71)
3622,186 Wright Avenue,1912,1910.0,1912.0,,"186 Wright Avenue High Park Toronto, ON",43.6458,-79.44795,http://www.acotoronto.ca/show_building.php?BuildingID=10608,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/b3166c2f.jpg,No heritage status,,Detached house,Building,http://www.acotoronto.ca/,"Known fondly as Â´The HaigÂ´ by its renters, mostly because of the peculiar and wonderful Armenian landlord and owner, Haig Baronikian.",Queen Anne,Roncesvalles (86)
3623,84 Yorkville Avenue,1891,1890.0,1891.0,,"84 Yorkville Avenue Bloor-Yorkville Toronto, ON",43.671279999999996,-79.39159000000001,http://www.acotoronto.ca/show_building.php?BuildingID=5176,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/84Yorkville1.jpg,No heritage status,,Detached house,Building,http://www.acotoronto.ca/,,Queen Anne,Annex (95)
3624,Colborne Lodge,1837,1830.0,1837.0,,"11 Colborne Lodge Drive High Park Toronto, ON",43.64035,-79.45992,http://www.acotoronto.ca/show_building.php?BuildingID=5426,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/ColborneLodge1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,"This house was originally the residence of John and Jemima Howard, who founded High Park. It is located at the south end of the park.",Regency,High Park-Swansea (87)
3625,Drumsnab,1834,1830.0,1834.0,,"5 Drumsnab Road Rosedale Toronto, ON",43.67566,-79.36763,http://www.acotoronto.ca/show_building.php?BuildingID=4739,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/5DrumsnabRd.jpg,South Rosedale Heritage Conservation District,,Detached house,Building,http://www.acotoronto.ca/,"This building was originally built by its first owner Francis Cayley. William Thomas was responsible for the second-floor addition, which was completed in 1856. A further addition in 1908 was designed by Eden Smith.",Regency,Rosedale-Moore Park (98)
3626,Wood Gundy Building,1898,1890.0,1898.0,,"11 Adelaide Street West Financial District Toronto, ON",43.650040000000004,-79.37926999999999,http://www.acotoronto.ca/show_building.php?BuildingID=3409,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/WoodGundyFacade.jpg,Designated under Part IV Ontario Heritage Act,,Mid-rise,Building,http://www.acotoronto.ca/,"This facade was originally the John Kay Store at 36-38 King Street West, later known as Wood-Gundy. It has now been incorporated in the Scotia Plaza.",Renaissance revival,Bay Street Corridor (76)
3627,York University Glendon Campus; Glendon Hall Gatehouse,1923,1920.0,1923.0,,"2275 Bayview Avenue Blythwood North York, ON",43.7258806,-79.3802671,http://www.acotoronto.ca/show_building.php?BuildingID=6451,http://www.acotoronto.ca/tobuilt_bk/php/Buildingimages/GlendonHallGatehouse1.jpg,Heritage property,,Detached house,Building,http://www.acotoronto.ca/,,Renaissance revival,Bridle Path-Sunnybrook-York Mills (41)
