address,artist,build_year,details,latitude,longitude,name,poi_type,poi_type_simple,source
293 Doris Ave Toronto ON  ,"BERENICCI, RANDY",1998,"Public Art.  
 Media: COPPER PLATE
 LOCATION: OUTDOORS
 PARK NAME: MCKENZIE JOHN PARKETTE
 NEAR STREET: PARKVIEW AVE
 NEAR CROSS-STREET: DORIS AVE",43.772091399,-79.411711147,EMPRESS COLLONETTES,"Public Art, COPPER PLATE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4159 Bathurst St Toronto ON  ,"RAAB, ERNEST",1991,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: EARL BALES PARK
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: VERWOOD AVE",43.7525757805,-79.4372558937,HOLOCAUST MEMORIAL,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4159 Bathurst St Toronto ON  ,"RAAB, ERNEST",1996,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: EARL BALES PARK
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: BAINBRIDGE AVE",43.7525757805,-79.4372558937,RAOUL WALLENBERG MEMORIAL,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4169 Bathurst St Toronto ON M3H 3P7,"CAEDE, F.B.",1998,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: EARL BALES PARK
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: REINER RD",43.752581564,-79.431882446,JOSE RIZAL MEMORIAL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1035 Sheppard Ave W Toronto ON  ,"MCKINNON, JOHN",1997,"Public Art.  
 Media: STAINLESS STEEL, GRANITE
 LOCATION: OUTDOORS
 NEAR STREET: SHEPPARD AVE W
 NEAR CROSS-STREET: DUFFERIN ST",43.7499343188,-79.4626511241,BONEY BUS,"Public Art, STAINLESS STEEL, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1 Old Yonge St Toronto ON M2P 1P6,"ALISON, ADRIENNE",2001,"Public Art.  
 Media: BRONZE, GRANITE
 LOCATION: OUTDOORS
 PARK NAME: YORK MILLS VALLEY PARK
 NEAR STREET: OLD YONGE ST
 NEAR CROSS-STREET: BROOKFIELD RD",43.7411567297,-79.4031622352,C. W. JEFFEREYS MEMORIAL,"Public Art, BRONZE, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
3444 Yonge St Toronto ON  ,"GOODMAN, JEFF",1994,"Public Art.  
 Media: MIXED METAL, GRANITE
 LOCATION: OUTDOORS
 PARK NAME: YONGE BOULEVARD PARKETTE
 NEAR STREET: YONGE ST
 NEAR CROSS-STREET: YONGE BLVD",43.7340400598,-79.4048501386,NORTHERN GATEWAY,"Public Art, MIXED METAL, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
321 Lawrence Ave E Toronto ON M4N 1T8,"SINGLETON, G.A.",1961,"Public Art.  
 Media: CONCRETE, GLAZED TILE
 LOCATION: OUTDOORS
 NEAR STREET: LAWRENCE AVE E
 NEAR CROSS-STREET: BAYVIEW AVE",43.7274374559,-79.3826198383,BAYVIEW UNDERPASS,"Public Art, CONCRETE, GLAZED TILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
39 Indian Mound Cres Toronto ON M1H 1W2,UNKNOWN,1960,"Public Art.  
 Media: MASONRY, BRONZE
 LOCATION: OUTDOORS
 PARK NAME: TABOR HILL PARK
 NEAR STREET: ROCHMAN BLVD
 NEAR CROSS-STREET: INDIAN MOUND CRES",43.7599958143,-79.2338907516,TABOR HILL,"Public Art, MASONRY, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
22 Stevenwood Rd Toronto ON M1G 1B6,UNKNOWN,1960,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 NEAR STREET: CONFEDERATION DR
 NEAR CROSS-STREET: STEVENWOOD RD",43.7549566925,-79.2229246335,SECOR CAIRN,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
58 Glen Everest Rd Toronto ON M1N 1J3,UNKNOWN,1921,"Public Art.  
 Media: MASONRY, BRONZE
 LOCATION: OUTDOORS
 NEAR STREET: KINGSTON RD
 NEAR CROSS-STREET: DANFORTH AVE",43.7022221285,-79.2531635665,SCARBOROUGH WAR MEMORIAL,"Public Art, MASONRY, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
200 Town Centre Crt Toronto ON M1P 4X8,"ROLLER, PETER",1994,"Public Art.  
 Media: GRANITE
 LOCATION: OUTDOORS
 PARK NAME: ALBERT CAMPBELL SQUARE
 NEAR STREET: BOROUGH DR
 NEAR CROSS-STREET: BOROUGH APPROACH E",43.7743225747,-79.2565980613,PROCESSION,"Public Art, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
150 Borough Dr Toronto ON M1P 4N7,"KARLOVS, JANIS",1994,"Public Art.  
 Media: GRANITE
 LOCATION: OUTDOORS
 PARK NAME: ALBERT CAMPBELL SQUARE
 NEAR STREET: BOROUGH DR
 NEAR CROSS-STREET: BOROUGH APPROACH E",43.772810589,-79.257240956,ERUPTION,"Public Art, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
140 Borough Dr Toronto ON M1P 4N6,"SUTHERLAND, JAMES",1973,"Public Art.  
 Media: ALUMINUM
 LOCATION: OUTDOORS
 PARK NAME: ALBERT CAMPBELL SQUARE
 NEAR STREET: BOROUGH DR
 NEAR CROSS-STREET: BOROUGH APPROACH E",43.7730603672,-79.2579218507,TWENTY-ONE POINTS IN EQUILIBRIUM,"Public Art, ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
60 Brian Harrison Way Toronto ON M1P 5J5,"WOLD, KNUT",1994,"Public Art.  
 Media: GRANITE
 LOCATION: OUTDOORS
 NEAR STREET: BOROUGH DR
 NEAR CROSS-STREET: BOROUGH APPROACH E",43.7740321252,-79.2580098323,STONE FOR QUIET WATER,"Public Art, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
156 Borough Dr Toronto ON M1P 0B5,"SCHREEFEL, ROB",1994,"Public Art.  
 Media: GRANITE
 LOCATION: OUTDOORS
 PARK NAME: FRANK FAUBERT WOODS PARK
 NEAR STREET: BOROUGH DR
 NEAR CROSS-STREET: BOROUGH APPROACH E",43.772484668,-79.256915601,ODE TO THE SUN,"Public Art, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
155 Oakmount Rd Toronto ON  ,UNKNOWN,1946,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LITHUANIA PARK
 NEAR STREET: OAKMOUNT RD
 NEAR CROSS-STREET: GLENLAKE AVE",43.658668278,-79.463974159,WAR MEMORIAL,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2698 Eglinton Ave W Toronto ON  ,W.H. SMITH MONUMENTS,1997,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: CORONATION PARK (YORK)
 NEAR STREET: EGLINTON AVE W
 NEAR CROSS-STREET: MUNICIPAL DR",43.6897431062,-79.4778803507,YORK TIME CAPSULE,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
100 Queen St W Toronto ON M5H 2N1,"MCKINNON, JOHN & KIPPING, BRIAN",1987,"Public Art.  
 Media: GLASS MOSAIC, COPPER & WOOD SUBSTRATE
 LOCATION: INDOORS
 NEAR STREET: QUEEN ST W
 NEAR CROSS-STREET: BAY ST",43.65282214,-79.383625059,VIEWS TO A CITY,"Public Art, GLASS MOSAIC, COPPER & WOOD SUBSTRATE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1507 Lawrence Ave W Toronto ON M6L 1A8,UNKNOWN,UNKNOWN,"Public Art.  
 Media: PAINT AND MIXED MEDIA
 LOCATION: INDOORS
 PARK NAME: AMESBURY PARK
 NEAR STREET: LAWRENCE AVE W
 NEAR CROSS-STREET: PIMLICO RD",43.707166096,-79.482619313,MURAL,"Public Art, PAINT AND MIXED MEDIA",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
100 Queen St W Toronto ON M5H 2N1,"PARTRIDGE, DAVID",1977,"Public Art.  
 Media: NAILS
 LOCATION: INDOORS
 NEAR STREET: QUEEN ST W
 NEAR CROSS-STREET: BAY ST",43.65282214,-79.383625059,METROPOLIS,"Public Art, NAILS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
5100 Yonge St Toronto ON M2N 5V7,"BEAUCHEMIN, MICHELINE",1978,"Public Art.  
 Media: ALUMINUM, PLASTIC, STAINLESS STEEL
 LOCATION: INDOORS
 NEAR STREET: YONGE ST
 NEAR CROSS-STREET: SHEPPARD AVE",43.767267883,-79.414888743,BIRDS IN FLIGHT,"Public Art, ALUMINUM, PLASTIC, STAINLESS STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
5110 Yonge St Toronto ON  ,ARTESSA,1986,"Public Art.  
 Media: OIL ON CANVAS
 LOCATION: INDOORS
 NEAR STREET: YONGE ST
 NEAR CROSS-STREET: NORTH YORK BLVD",43.768044709,-79.414783245,MEMORIAL PLAQUE,"Public Art, OIL ON CANVAS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4401 Jane St Toronto ON M3N 2K3,"STRUSSI, RUDOLF",1990,"Public Art.  
 Media: GRAPHIC DESIGN
 LOCATION: INDOORS
 PARK NAME: EDGELEY PARK
 NEAR STREET: JANE ST
 NEAR CROSS-STREET: MILE PARK GT",43.765455832,-79.518778983,BLOCK IN FLUX,"Public Art, GRAPHIC DESIGN",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
45 Goulding Ave Toronto ON M2M 1K8,"GHAHREMANI, KAY-KAVOOS",1990,"Public Art.  
 Media: ACRYLIC ON BRICK AND WOOD
 LOCATION: INDOORS
 PARK NAME: GOULDING PARK
 NEAR STREET: GOULDING AVE
 NEAR CROSS-STREET: LAIVIERE RD",43.7909118892,-79.4221433039,UNKNOWN,"Public Art, ACRYLIC ON BRICK AND WOOD",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
150 Grenoble Dr Toronto ON M3C 1E3,UNKNOWN,UNKNOWN,"Public Art.  
 Media: MURAL
 LOCATION: INDOORS
 PARK NAME: FLEMINGDON PARK
 NEAR STREET: GRENOBLE DR
 NEAR CROSS-STREET: SPANBRIDGE RD",43.71353072,-79.326603484,UNKNOWN,"Public Art, MURAL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1967 Ellesmere Rd Toronto ON M1H 2W5,UNKNOWN,UNKNOWN,"Public Art.  
 Media: CERAMIC
 LOCATION: INDOORS
 NEAR STREET: ELLESMERE RD
 NEAR CROSS-STREET: DOLLY VARDEN BLVD",43.775531758,-79.235107886,UNKNOWN,"Public Art, CERAMIC",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2231 Lawrence Ave E Toronto ON M1P 2P5,UNKNOWN,UNKNOWN,"Public Art.  
 Media: UNKNOWN
 LOCATION: INDOORS
 NEAR STREET: LAWRENCE AVE E
 NEAR CROSS-STREET: CANLISH RD",43.747628585,-79.280148998,MURAL,"Public Art, UNKNOWN",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
4169 Bathurst St Toronto ON M3H 3P7,UNKNOWN,UNKNOWN,"Public Art.  
 Media: PAINTED TEXTILE
 LOCATION: INDOORS
 PARK NAME: EARL BALES PARK
 NEAR STREET: BATHURST ST
 NEAR CROSS-STREET: TIMBERLANE DR",43.752581564,-79.431882446,UNKNOWN,"Public Art, PAINTED TEXTILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
5100 Yonge St Toronto ON M2N 5V7,UNKNOWN,1981,"Public Art.  
 Media: TEXTILE
 LOCATION: INDOORS
 NEAR STREET: YONGE ST
 NEAR CROSS-STREET: NORTH YORK BLVD",43.767267883,-79.414888743,NYSC,"Public Art, TEXTILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
5100 Yonge St Toronto ON M2N 5V7,"BAIN, JOAN",UNKNOWN,"Public Art.  
 Media: PAINTED CERAMIC
 LOCATION: INDOORS
 NEAR STREET: YONGE ST
 NEAR CROSS-STREET: NORTH YORK BLVD",43.767267883,-79.414888743,PERSPECTIVES,"Public Art, PAINTED CERAMIC",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
195 Princes' Blvd Toronto ON  ,"PRICE, ARTHUR",1965,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 NEAR STREET: PRINCES' BLVD
 NEAR CROSS-STREET: PRINCE EDWARD ISLAND CRES",43.632091902,-79.420898312,MAN ABOVE MATTER,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
500 Bay St Toronto ON  ,"MARKSON, JEROME",1977,"Public Art.  
 Media: COR-TEN STEEL, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: LARRY SEFTON PARK
 NEAR STREET: BAY ST
 NEAR CROSS-STREET: HAGERMAN ST",43.654443777,-79.383534638,LARRY SEFTON MEMORIAL,"Public Art, COR-TEN STEEL, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
643 College St Toronto ON M6G 1B7,"DAM DE NOGALES, EDWINA DN VERONICA",2004,"Public Art.  
 Media: BRONZE, CONCRETE
 LOCATION: OUTDOORS
 PARK NAME: GRACE/COLLEGE PARKETTE
 NEAR STREET: GRACE ST
 NEAR CROSS-STREET: LN S COLLEGE W GRACE",43.6547594831,-79.4157209448,JOHNNY LOMBARDI,"Public Art, BRONZE, CONCRETE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
70 East Liberty St Toronto ON  ,"GAZITUA, FRANCISCO",2011,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 PARK NAME: LIBERTY VILLAGE PARK
 NEAR STREET: PIRANDELLO ST
 NEAR CROSS-STREET: EAST LIBERTY ST",43.638843773,-79.414745251,PERPETUAL MOTION,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
1751 Lake Shore Blvd W Toronto ON  ,"TOLGYESI, VICTOR",1966,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: BUDAPEST PARK
 NEAR STREET: LAKE SHORE BLVD W
 NEAR CROSS-STREET: BUDAPEST LANE",43.6378751919,-79.455303583,TENTH ANNIVERSARY OF HUNGARIAN UPRISING,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
578 Finch Ave W Toronto ON M2R 1N7,"BAIRD, RON",1967,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 PARK NAME: HERBERT H CARNEGIE CENTENNIAL CENTRE
 NEAR STREET: FINCH AVE W
 NEAR CROSS-STREET: TORRESDALE AVE",43.7730467344,-79.4495934905,MONUMENT TO THE SECOND CENTURY,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
220 West Rd Toronto ON  ,UNKNOWN,1912,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: HIGH PARK
 NEAR STREET: WEST RD
 NEAR CROSS-STREET: SPRING RD",43.651222561,-79.467199796,ROTARY FOUNTAIN,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
35 Wellington St E Toronto ON  ,"JACOB, LUIS",OCT. 2017,"Public Art.  
 Media: BRONZE AND ROPE
 LOCATION: OUTDOORS
 PARK NAME: BERCZY PARK
 NEAR STREET: WELLINGTON ST E
 NEAR CROSS-STREET: SCOTT ST",43.6481226977,-79.3752091828,JACOB'S LADDER,"Public Art, BRONZE AND ROPE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
5 Bellevue Ave Toronto ON  ,"ABERNETHY, RUTH",2002,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: BELLEVUE SQUARE
 NEAR STREET: BELLEVUE AVE
 NEAR CROSS-STREET: DENISON SQ",43.65372171,-79.401921991,AL WAXMAN,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
979 Lake Shore Blvd E Toronto ON  ,"MCKINNON, JOHN",2003,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 NEAR STREET: LAKE SHORE BLVD E
 NEAR CROSS-STREET: BERKSHIRE AVE",43.657556103,-79.3314489643,GARDINER EAST DISMANTLING,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
30 College St Toronto ON M5G 1K2,"GARNET, ELDON & DRYSDALE, LESLIE",1988,"Public Art.  
 Media: BRONZE, MASONRY, STEEL
 LOCATION: OUTDOORS
 NEAR STREET: GRENVILLE ST
 NEAR CROSS-STREET: BAY ST",43.6613419611,-79.384557612,TO SERVE AND PROTECT,"Public Art, BRONZE, MASONRY, STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
535 St Clair Ave W Toronto ON M6C 1A3,"LAMMERICH, YVONNE",2011,"Public Art.  
 Media: MIXED MEDIA
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: VAUGHAN RD",43.6825564393,-79.4201273017,BRICK WORKS- THE BODY SPEAKS TO US,"Public Art, MIXED MEDIA",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
935 St Clair Ave W Toronto ON M6C 1C7,"LALIBERTE, MARK",2011,"Public Art.  
 Media: GLASS
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: OAKWOOD AVE",43.6794749456,-79.4353223091,NO TITLE,"Public Art, GLASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"FLEMING, PETER",1992,"Public Art.  
 Media: TEXTILE, CHERRY WOOD, STAINLESS STEEL, CONCRETE, BRASS
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,FLAG STANDARDS,"Public Art, TEXTILE, CHERRY WOOD, STAINLESS STEEL, CONCRETE, BRASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
160 Mill St Toronto ON  ,"DI SUVERO, MARK",1967,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 NEAR STREET: MILL ST
 NEAR CROSS-STREET: TANNERY RD",43.652387587,-79.354236666,NO SHOES,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
170 Mill St Toronto ON  ,"ANHOLT, JILL",2015,"Public Art.  
 Media: BRONZE, CONCRETE, LIGHT
 LOCATION: OUTDOORS
 NEAR STREET: MILL ST
 NEAR CROSS-STREET: COOPERAGE ST.",43.651914997,-79.355828984,PEELED PAVEMENT,"Public Art, BRONZE, CONCRETE, LIGHT",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
109 Queens Quay W Toronto ON M5J 2T5,"T-ZERO DESIGNS (FUNG, JOHN & FIGUEIRDO, PAUL)",1997,"Public Art.  
 Media: CONCRETE, COR-TEN STEEL, PLANTS, WATER, WOOD
 LOCATION: OUTDOORS
 PARK NAME: HARBOUR SQUARE PARK LANDS
 NEAR STREET: QUEENS QUAY W
 NEAR CROSS-STREET: YORK ST",43.639717624,-79.379415103,SUNDIAL FOLLY,"Public Art, CONCRETE, COR-TEN STEEL, PLANTS, WATER, WOOD",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
278 Dupont St Toronto ON  ,"BAIRD, RON",1978,"Public Art.  
 Media: PAINTED STEEL
 LOCATION: OUTDOORS
 NEAR STREET: DUPONT ST
 NEAR CROSS-STREET: SPADINA RD",43.6750578741,-79.4074624012,DOORS,"Public Art, PAINTED STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
118 Packard Blvd Toronto ON M1P 4L2,"YAGI, YOSHIO",1994,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: FRANK FAUBERT WOODS PARK
 NEAR STREET: ELLESMERE RD
 NEAR CROSS-STREET: BOROUGH APPROACH W",43.7704913468,-79.2577941326,CLOUD SENSOR,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2975 Don Mills Rd W Toronto ON M2J 3B7,VARIOUS,1987,"Public Art.  
 Media: TEXTILE
 LOCATION: INDOORS
 PARK NAME: ORIOLE PARK
 NEAR STREET: DON MILLS RD W
 NEAR CROSS-STREET: ESTERBROOKE AVE",43.7818095081,-79.3512809597,HENRY FARM QUILT (1962-1987),"Public Art, TEXTILE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
17 Mill St Toronto ON M2P 1B3,"WYN WOOD, ELIZABETH",1967,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 PARK NAME: YORK MILLS VALLEY PARK
 NEAR STREET: OLD YONGE ST
 NEAR CROSS-STREET: BROOKFIELD RD",43.740446967,-79.403677885,UNTITLED,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
227 Walmer Rd Toronto ON M5R 3P7,"DAY, PETER & POZEL, STEVEN",1989,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: WALMER RD PARKETTE
 NEAR STREET: WALMER RD
 NEAR CROSS-STREET: DAVENPORT RD",43.676307461,-79.408671893,TRIBUTE TO FRIENDSHIP AND PEACE,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
620 Dundas St E Toronto ON  ,"BERGERON, DAN",2015,"Public Art.  
 Media: GLASS, STEEL, CONCRETE
 LOCATION: OUTDOORS
 PARK NAME: REGENT PARK
 NEAR STREET: DUNDAS ST. E
 NEAR CROSS-STREET: SUMACH ST.",43.661043259,-79.361779727,FACES OF REGENT PARK,"Public Art, GLASS, STEEL, CONCRETE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
214 Wellington St W Toronto ON M5V 0L9,"SHORT, CYNTHIA",1992,"Public Art.  
 Media: BRONZE
 LOCATION: OUTDOORS
 NEAR STREET: WELLINGTON ST W
 NEAR CROSS-STREET: JOHN ST",43.645530839,-79.3891026292,REMEMBERED SUSTENANCE,"Public Art, BRONZE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
398 Front St E Toronto ON M5A 0H8,"KAWAMATA, TADASHI",2015,"Public Art.  
 Media: LIGHTING, STEEL
 LOCATION: OUTDOORS
 NEAR STREET: FRONT ST E
 NEAR CROSS-STREET: ROLLING MILLS RD",43.652919097,-79.357549847,UNTITLED (TORONTO LAMP POSTS),"Public Art, LIGHTING, STEEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
870 St Clair Ave W Toronto ON M6C 1C1,"GRAHAM, SARA",2011,"Public Art.  
 Media: POWDER COATED ALUMINUM
 LOCATION: OUTDOORS
 NEAR STREET: ST CLAIR AVE W
 NEAR CROSS-STREET: WINONA DR",43.6805333568,-79.4323378414,FLATSPACE,"Public Art, POWDER COATED ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
55 John St Toronto ON M5V 3C6,"IRELAND, JOHN",1992,"Public Art.  
 Media: CHERRY WOOD, STAINLESS STEEL, BRASS
 LOCATION: INDOORS
 NEAR STREET: JOHN ST
 NEAR CROSS-STREET: KING ST W",43.646162378,-79.3889347303,BOARDROOM TABLE,"Public Art, CHERRY WOOD, STAINLESS STEEL, BRASS",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
170 Memorial Park Ave Toronto ON M4J 2K5,UNKNOWN,2000,"Public Art.  
 Media: GRANITE
 LOCATION: OUTDOORS
 PARK NAME: TRUE DAVIDSON PARK
 NEAR STREET: MEMORIAL PARK AVE
 NEAR CROSS-STREET: ROOSEVELT RD",43.692138289,-79.329713381,GREEK MONUMENT,"Public Art, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
570 Wilson Ave Toronto ON  ,"BIELER, TED",1978,"Public Art.  
 Media: ALUMINUM
 LOCATION: OUTDOORS
 NEAR STREET: WILSON AVE
 NEAR CROSS-STREET: ALLEN S 401 RAMP",43.73411172,-79.451236801,CANYONS,"Public Art, ALUMINUM",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
100 Brunswick Ave Toronto ON  ,"REDDSELL-FEDIOW, PAULINE",1973,"Public Art.  
 Media: BRONZE, MASONRY
 LOCATION: OUTDOORS
 PARK NAME: MARGARET FAIRLEY PARK
 NEAR STREET: ULSTER ST
 NEAR CROSS-STREET: BRUNSWICK AVE",43.660333477,-79.40547326,MARGARET FAIRLY MEMORIAL,"Public Art, BRONZE, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
659 Queens Quay W Toronto ON  ,"MALOFF, GEORGANNA/ NE CHI ZU WORKS",1980,"Public Art.  
 Media: WOOD
 LOCATION: OUTDOORS
 PARK NAME: LITTLE NORWAY PARK
 NEAR STREET: QUEENS QUAY W
 NEAR CROSS-STREET: LITTLE NORWAY CRES",43.635217395,-79.398793079,DREAMWORK OF THE WHALES,"Public Art, WOOD",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
2698 Eglinton Ave W Toronto ON  ,W.H. SMITH MONUMENTS,UNKNOWN,"Public Art.  
 Media: MASONRY
 LOCATION: OUTDOORS
 PARK NAME: CORONATION PARK (YORK)
 NEAR STREET: EGLINTON AVE W
 NEAR CROSS-STREET: MUNICIPAL DR",43.6897431062,-79.4778803507,YORK CENOTAPH,"Public Art, MASONRY",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
7 Spadina Rd Toronto ON  ,GITXSAN TRIBE,1979,"Public Art.  
 Media: WOOD
 LOCATION: INDOORS
 NEAR STREET: SPADINA RD
 NEAR CROSS-STREET: ANNEX LANE",43.6673759911,-79.403772356,K'SAN VILLAGE HOUSE POSTS,"Public Art, WOOD",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
7 Spadina Rd Toronto ON  ,"DE NIVERVILLE, LOUIS",1978,"Public Art.  
 Media: ENAMEL
 LOCATION: INDOORS
 NEAR STREET: SPADINA RD
 NEAR CROSS-STREET: ANNEX LANE",43.6673759911,-79.403772356,MORNING GLORY,"Public Art, ENAMEL",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
7 Spadina Rd Toronto ON  ,"WIELAND, JOYCE",1978,"Public Art.  
 Media: QUILTED COTTON FABRIC
 LOCATION: INDOORS
 NEAR STREET: SPADINA RD
 NEAR CROSS-STREET: ANNEX LANE",43.6673759911,-79.403772356,BARREN GROUND CARIBOU,"Public Art, QUILTED COTTON FABRIC",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
33 Walmer Rd Toronto ON  ,"REYNOLDS, J.M.",2006,"Public Art.  
 Media: BRONZE, GRANITE
 LOCATION: OUTDOORS
 PARK NAME: GWENDOLYN MACEWEN PARKETTE
 NEAR STREET: LOWTHER AVE
 NEAR CROSS-STREET: WALMER RD",43.668722118,-79.40624455,GWENDOLYN MACEWEN MEMORIAL,"Public Art, BRONZE, GRANITE",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
235 Cibola Ave Toronto ON M5J 2W6,"GORDON, PETERAN",1995,"Public Art.  
 Media: BRONZE, GOLD LEAF
 LOCATION: OUTDOORS
 PARK NAME: TORONTO ISLAND PARK
 NEAR STREET: LAKESHORE AVE
 NEAR CROSS-STREET: CIBOLA AVE",43.625400746,-79.359074505,FIRE AND WATER,"Public Art, BRONZE, GOLD LEAF",Art,https://www.toronto.ca/city-government/data-research-maps/open-data/
